1974_139742_000000_000000	Caleb wondered what this meant; perceiving that she spoke to him, no less than to his daughter.	Caleb wondered what this meant; perceiving that she spoke to him, no less than to his daughter.	true	20.19	25.15	15
1974_139742_000058_000004	Taking advantage of this crisis in her feelings, the Expedition embraced her; and she very soon had her gloves on, and was on her way to John Peerybingle's in a state of unimpeachable gentility; with a paper parcel at her side containing a cap of state, almost as tall, and quite as stiff, as a mitre.	Taking advantage of this crisis in her feelings, the Expedition embraced her; and she very soon had her gloves on, and was on her way to john Peerybingle's in a state of unimpeachable gentility; with a paper parcel at her side containing a cap of state, almost as tall, and quite as stiff, as a mitre.	true	898.64	915.16	14
1974_139742_000059_000000	Then, there were Dot's father and mother to come in another little chaise; and they were behind their time; and fears were entertained; and there was much looking out for them down the road; and Mrs. Fielding always would look in the wrong and morally impossible direction; and, being apprised thereof, hoped she might take the liberty of looking where she pleased.	Then, there were Dot's father and mother to come in another little chaise; and they were behind their time; and fears were entertained; and there was much looking out for them down the road; and mrs Fielding always would look in the wrong and morally impossible direction; and, being apprised thereof, hoped she might take the liberty of looking where she pleased.	false	916.25	935.29	15
1974_139742_000059_000001	At last they came; a chubby little couple, jogging along in a snug and comfortable little way that quite belonged to the Dot family; and Dot and her mother, side by side, were wonderful to see. They were so like each other.	At last they came; a chubby little couple, jogging along in a snug and comfortable little way that quite belonged to the Dot family; and Dot and her mother, side by side, were wonderful to see. They were so like each other.	true	935.54	948.28	16
1974_139742_000060_000000	Then Dot's mother had to renew her acquaintance with May's mother; and May's mother always stood on her gentility; and Dot's mother never stood on anything but her active little feet.	Then Dot's mother had to renew her acquaintance with May's mother; and May's mother always stood on her gentility; and Dot's mother never stood on anything but her active little feet.	true	948.56	958.71	15
1974_139742_000060_000001	And old Dot--so to call Dot's father, I forgot it wasn't his right name, but never mind--took liberties, and shook hands at first sight, and seemed to think a cap but so much starch and muslin, and didn't defer himself at all to the Indigo Trade, but said there was no help for it now; and, in Mrs. Fielding's summing up, was a good-natured kind of man--but coarse, my dear.	And old Dot-so to call Dot's father, I forgot it wasn't his right name, but never mind-took liberties, and shook hands at first sight, and seemed to think a cap but so much starch and muslin, and didn't defer himself at all to the Indigo Trade, but said there was no help for it now; and, in mrs Fielding's summing up, was a good-natured kind of man-but coarse, my dear.	false	958.71	979.9	14
1974_139742_000061_000000	I wouldn't have missed Dot, doing the honours in her wedding-gown, my benison on her bright face! for any money.	I wouldn't have missed Dot, doing the honours in her wedding gown, my benison on her bright face! for any money.	true	980.63	986.8	14
1974_139742_000061_000001	No! nor the good Carrier, so jovial and so ruddy, at the bottom of the table.	No! nor the good Carrier, so jovial and so ruddy, at the bottom of the table.	true	987.02	991.815	14
1974_139742_000061_000002	Nor the brown, fresh sailor-fellow, and his handsome wife.	Nor the brown, fresh sailor fellow, and his handsome wife.	true	991.815	995.23	15
1974_139742_000061_000003	Nor any one among them.	Nor any one among them.	true	995.36	996.91	18.046446
1974_139742_000061_000004	To have missed the dinner would have been to miss as jolly and as stout a meal as man need eat; and to have missed the overflowing cups in which they drank The Wedding Day would have been the greatest miss of all.	To have missed the dinner would have been to miss as jolly and as stout a meal as man need eat; and to have missed the overflowing cups in which they drank The Wedding Day would have been the greatest miss of all.	false	997.1	1008.25	13
1974_139742_000062_000000	After dinner Caleb sang the song about the Sparkling Bowl.	After dinner Caleb sang the song about the Sparkling Bowl.	true	1009.34	1012.37	15
1974_139742_000062_000001	As I'm a living man, hoping to keep so for a year or two, he sang it through.	As I'm a living man, hoping to keep so for a year or two, he sang it through.	true	1012.37	1016.56	16
1974_139742_000063_000000	And, by-the-bye, a most unlooked-for incident occurred, just as he finished the last verse.	And, by the bye, a most unlooked for incident occurred, just as he finished the last verse.	false	1017.38	1023.31	19.623724
1974_139742_000064_000000	There was a tap at the door; and a man came staggering in, without saying with your leave, or by your leave, with something heavy on his head.	There was a tap at the door; and a man came staggering in, without saying with your leave, or by your leave, with something heavy on his head.	true	1024.4	1031.83	13
1974_139742_000064_000001	Setting this down in the middle of the table, symmetrically in the centre of the nuts and apples, he said:	Setting this down in the middle of the table, symmetrically in the centre of the nuts and apples, he said:	true	1031.87	1037.44	17
1974_139742_000065_000000	"Mr.	"mr	true	1038.2	1038.63	22
1974_139742_000065_000001	Tackleton's compliments, and, as he hasn't got no use for the cake himself, p'raps you'll eat it."	Tackleton's compliments, and, as he hasn't got no use for the cake himself, p'raps you'll eat it."	false	1038.63	1044.07	17
1974_139742_000066_000000	And, with those words, he walked off.	And, with those words, he walked off.	true	1044.83	1047.46	16.745462
1974_139742_000067_000000	There was some surprise among the company, as you may imagine.	There was some surprise among the company, as you may imagine.	true	1047.65	1050.85	14
1974_139742_000067_000001	Mrs. Fielding, being a lady of infinite discernment, suggested that the cake was poisoned, and related a narrative of a cake which, within her knowledge, had turned a seminary for young ladies blue.	mrs Fielding, being a lady of infinite discernment, suggested that the cake was poisoned, and related a narrative of a cake which, within her knowledge, had turned a seminary for young ladies blue.	false	1050.98	1062.16	15
1974_139742_000067_000002	But she was overruled by acclamation; and the cake was cut by May with much ceremony and rejoicing.	But she was overruled by acclamation; and the cake was cut by May with much ceremony and rejoicing.	true	1062.16	1067.83	12
1974_139742_000068_000000	I don't think any one had tasted it, when there came another tap at the door, and the same man appeared again, having under his arm a vast brown-paper parcel.	I don't think any one had tasted it, when there came another tap at the door, and the same man appeared again, having under his arm a vast brown paper parcel.	true	1069.4	1077.79	16
1974_139742_000069_000000	"Mr.	"mr	true	1079.03	1079.46	21
1974_139742_000069_000001	Tackleton's compliments, and he's sent a few toys for the Babby. They ain't ugly."	Tackleton's compliments, and he's sent a few toys for the Babby. They ain't ugly."	true	1079.46	1083.97	15
1974_139742_000070_000000	After the delivery of which expressions, he retired again.	After the delivery of which expressions, he retired again.	true	1084.43	1087.66	15
1974_139742_000071_000000	The whole party would have experienced great difficulty in finding words for their astonishment, even if they had had ample time to seek them. But they had none at all; for the messenger had scarcely shut the door behind him, when there came another tap, and Tackleton himself walked in.	The whole party would have experienced great difficulty in finding words for their astonishment, even if they had had ample time to seek them. But they had none at all; for the messenger had scarcely shut the door behind him, when there came another tap, and Tackleton himself walked in.	true	1088.09	1103.5	17
1974_139742_000072_000000	"Mrs. Peerybingle!" said the toy merchant, hat in hand, "I'm sorry.	"mrs Peerybingle!" said the toy merchant, hat in hand, "I'm sorry.	true	1104.17	1108.54	17.214052
1974_139742_000072_000001	I'm more sorry than I was this morning.	I'm more sorry than I was this morning.	true	1108.64	1111.1	18
1974_139742_000072_000002	I have had time to think of it.	I have had time to think of it.	true	1111.1	1112.83	18.290522
1974_139742_000072_000003	John Peerybingle!	john Peerybingle!	true	1112.99	1114.39	16
1974_139742_000072_000004	I am sour by disposition; but I can't help being sweetened, more or less, by coming face to face with such a man as you.	I am sour by disposition; but I can't help being sweetened, more or less, by coming face to face with such a man as you.	true	1114.43	1120.99	13
1974_139742_000072_000005	Caleb!	Caleb!	true	1122.26	1123.07	18.289673
1974_139742_000072_000006	This unconscious little nurse gave me a broken hint last night, of which I have found the thread.	This unconscious little nurse gave me a broken hint last night, of which I have found the thread.	true	1123.07	1128.4	14
1974_139742_000072_000007	I blush to think how easily I might have bound you and your daughter to me, and what a miserable idiot I was when I took her for one!	I blush to think how easily I might have bound you and your daughter to me, and what a miserable idiot I was when I took her for one!	true	1128.59	1136.02	14
1974_139742_000072_000008	Friends, one and all, my house is very lonely to-night.	Friends, one and all, my house is very lonely to night.	true	1136.39	1140.43	18.228888
1974_139742_000072_000009	I have not so much as a Cricket on my Hearth.	I have not so much as a Cricket on my Hearth.	true	1140.59	1143.31	18
1974_139742_000072_000010	I have scared them all away.	I have scared them all away.	true	1143.47	1145.41	17
1974_139742_000072_000011	Be gracious to me: let me join this happy party!"	Be gracious to me: let me join this happy party!"	true	1145.72	1148.98	16.816841
1974_139742_000073_000000	He was at home in five minutes.	He was at home in five minutes.	true	1150.37	1152.24	17
1974_139742_000073_000001	You never saw such a fellow.	You never saw such a fellow.	true	1152.24	1153.93	7
1974_139742_000073_000002	What _had_ he been doing with himself all his life, never to have known before his great capacity of being jovial?	What underscore had underscore he been doing with himself all his life, never to have known before his great capacity of being jovial?	false	1154	1160.44	13
1974_139742_000073_000003	Or what had the Fairies been doing with him, to have effected such a change?	Or what had the Fairies been doing with him, to have effected such a change?	true	1160.63	1164.91	15
1974_139742_000074_000000	"John! you won't send me home this evening, will you?" whispered Dot.	"john! you won't send me home this evening, will you?" whispered Dot.	true	1165.91	1169.47	16.988686
1974_139742_000075_000000	He had been very near it, though.	He had been very near it, though.	true	1170.02	1172.62	17.505886
1974_139742_000076_000000	There wanted but one living creature to make the party complete; and, in the twinkling of an eye, there he was, very thirsty with hard running, and engaged in hopeless endeavours to squeeze his head into a narrow pitcher.	There wanted but one living creature to make the party complete; and, in the twinkling of an eye, there he was, very thirsty with hard running, and engaged in hopeless endeavours to squeeze his head into a narrow pitcher.	true	1172.72	1184.89	15
1974_139742_000076_000001	He had gone with the cart to its journey's end, very much disgusted with the absence of his master, and stupendously rebellious to the Deputy.	He had gone with the cart to its journey's end, very much disgusted with the absence of his master, and stupendously rebellious to the Deputy.	true	1185.14	1193.35	16
1974_139742_000076_000002	After lingering about the stable for some little time, vainly attempting to incite the old horse to the mutinous act of returning on his own account, he had walked into the taproom, and laid himself down before the fire.	After lingering about the stable for some little time, vainly attempting to incite the old horse to the mutinous act of returning on his own account, he had walked into the taproom, and laid himself down before the fire.	true	1193.69	1206.28	16
1974_139742_000076_000003	But, suddenly yielding to the conviction that the Deputy was a humbug, and must be abandoned, he had got up again, turned tail, and come home.	But, suddenly yielding to the conviction that the Deputy was a humbug, and must be abandoned, he had got up again, turned tail, and come home.	true	1206.68	1214.68	12
1974_139742_000077_000000	There was a dance in the evening.	There was a dance in the evening.	true	1215.41	1217.14	18.266085
1974_139742_000077_000001	With which general mention of that recreation, I should have left it alone, if I had not some reason to suppose that it was quite an original dance, and one of a most uncommon figure.	With which general mention of that recreation, I should have left it alone, if I had not some reason to suppose that it was quite an original dance, and one of a most uncommon figure.	true	1217.33	1227.4	15
1974_139742_000077_000002	It was formed in an odd way; in this way.	It was formed in an odd way; in this way.	true	1227.4	1230.13	17.80907
1974_139742_000078_000000	Edward, that sailor-fellow--a good free dashing sort of fellow he was--had been telling them various marvels concerning parrots, and mines, and Mexicans, and gold dust, when all at once he took it in his head to jump up from his seat and propose a dance; for Bertha's harp was there, and she such a hand upon it as you seldom hear.	Edward, that sailor fellow-a good free dashing sort of fellow he was-had been telling them various marvels concerning parrots, and mines, and Mexicans, and gold dust, when all at once he took it in his head to jump up from his seat and propose a dance; for Bertha's harp was there, and she such a hand upon it as you seldom hear.	false	1230.47	1250.14	15
1974_139742_000078_000001	Dot (sly little piece of affectation when she chose) said her dancing days were over; I think because the Carrier was smoking his pipe, and she liked sitting by him best.	Dot (sly little piece of affectation when she chose) said her dancing days were over; I think because the Carrier was smoking his pipe, and she liked sitting by him best.	false	1250.3	1259.92	15
1974_139742_000078_000002	Mrs. Fielding had no choice, of course, but to say _her_ dancing days were over, after that; and everybody said the same, except May; May was ready.	mrs Fielding had no choice, of course, but to say underscore her underscore dancing days were over, after that; and everybody said the same, except May; May was ready.	false	1260.17	1269.58	17.924417
1974_139742_000079_000000	So, May and Edward get up, amid great applause, to dance alone; and Bertha plays her liveliest tune.	So, May and Edward get up, amid great applause, to dance alone; and Bertha plays her liveliest tune.	true	1269.98	1276.87	17
1974_139742_000080_000000	Well! if you'll believe me, they had not been dancing five minutes, when suddenly the Carrier flings his pipe away, takes Dot round the waist, dashes out into the room, and starts off with her, toe and heel, quite wonderfully.	Well! if you'll believe me, they had not been dancing five minutes, when suddenly the Carrier flings his pipe away, takes Dot round the waist, dashes out into the room, and starts off with her, toe and heel, quite wonderfully.	false	1277.36	1289.89	14
1974_139742_000080_000001	Tackleton no sooner sees this than he skims across to Mrs. Fielding, takes her round the waist, and follows suit.	Tackleton no sooner sees this than he skims across to mrs Fielding, takes her round the waist, and follows suit.	true	1290.14	1296.78	15
1974_139742_000080_000002	Old Dot no sooner sees this than up he is, all alive, whisks off Mrs. Dot into the middle of the dance, and is foremost there.	Old Dot no sooner sees this than up he is, all alive, whisks off mrs Dot into the middle of the dance, and is foremost there.	false	1296.78	1304.08	13
1974_139742_000080_000003	Caleb no sooner sees this than he clutches Tilly Slowboy by both hands, and goes off at score; Miss Slowboy, firm in the belief that diving hotly in among the other couples, and effecting any number of concussions with them, is your only principle of footing it.	Caleb no sooner sees this than he clutches Tilly Slowboy by both hands, and goes off at score; Miss Slowboy, firm in the belief that diving hotly in among the other couples, and effecting any number of concussions with them, is your only principle of footing it.	false	1304.24	1318.21	12
1974_139742_000081_000000	Hark! how the Cricket joins the music with its Chirp, Chirp, Chirp; and how the kettle hums!	Hark! how the Cricket joins the music with its Chirp, Chirp, Chirp; and how the kettle hums!	true	1318.46	1323.97	20.103888
1974_139742_000082_000000	But what is this?	But what is this?	true	1324.73	1326.1	20.715208
1974_139742_000082_000001	Even as I listen to them blithely, and turn towards Dot, for one last glimpse of a little figure very pleasant to me, she and the rest have vanished into air, and I am left alone.	Even as I listen to them blithely, and turn towards Dot, for one last glimpse of a little figure very pleasant to me, she and the rest have vanished into air, and I am left alone.	false	1326.29	1336.36	14
1974_139742_000082_000002	A Cricket sings upon the Hearth; a broken child's toy lies upon the ground: and nothing else remains.	A Cricket sings upon the Hearth; a broken child's toy lies upon the ground: and nothing else remains.	false	1336.58	1349.34	18.776438
1974_139742_000083_000000	End of Project Gutenberg's The Cricket on the Hearth, by Charles Dickens	End of Project Gutenberg's The Cricket on the Hearth, by Charles Dickens	false	1349.34	1353.03	21.310719
