781_126737_000000_000000	CHAPTER VIII	CHAPTER eight	true	20.625	21.82	20.044147
781_126737_000042_000007	She congratulated herself more than once on having nothing to do with women, who being naturally more callous and avid of details, would have been anxious to be exactly informed by what sort of unkind conduct her daughter and son-in-law had driven her to that sad extremity. It was only before the Secretary of the great brewer M. P. and Chairman of the Charity, who, acting for his principal, felt bound to be conscientiously inquisitive as to the real circumstances of the applicant, that she had burst into tears outright and aloud, as a cornered woman will weep.	She congratulated herself more than once on having nothing to do with women, who being naturally more callous and avid of details, would have been anxious to be exactly informed by what sort of unkind conduct her daughter and son in law had driven her to that sad extremity. It was only before the Secretary of the great brewer m p and Chairman of the Charity, who, acting for his principal, felt bound to be conscientiously inquisitive as to the real circumstances of the applicant, that she had burst into tears outright and aloud, as a cornered woman will weep.	false	1155.44	1197.64	18.333698
781_126737_000042_000008	The thin and polite gentleman, after contemplating her with an air of being "struck all of a heap," abandoned his position under the cover of soothing remarks.	The thin and polite gentleman, after contemplating her with an air of being "struck all of a heap," abandoned his position under the cover of soothing remarks.	false	1198.67	1210.03	18.434572
781_126737_000042_000009	She must not distress herself.	She must not distress herself.	true	1210.37	1212.55	18.464228
781_126737_000042_000010	The deed of the Charity did not absolutely specify "childless widows." In fact, it did not by any means disqualify her.	The deed of the Charity did not absolutely specify "childless widows." In fact, it did not by any means disqualify her.	true	1212.62	1221.61	18
781_126737_000042_000011	But the discretion of the Committee must be an informed discretion.	But the discretion of the Committee must be an informed discretion.	true	1222.01	1226.11	15
781_126737_000042_000012	One could understand very well her unwillingness to be a burden, etc. etc. Thereupon, to his profound disappointment, Mrs Verloc's mother wept some more with an augmented vehemence.	One could understand very well her unwillingness to be a burden, etc etc Thereupon, to his profound disappointment, Mrs Verloc's mother wept some more with an augmented vehemence.	true	1226.72	1240.09	17
781_126737_000043_000000	The tears of that large female in a dark, dusty wig, and ancient silk dress festooned with dingy white cotton lace, were the tears of genuine distress.	The tears of that large female in a dark, dusty wig, and ancient silk dress festooned with dingy white cotton lace, were the tears of genuine distress.	true	1241.12	1252.96	18
781_126737_000043_000001	She had wept because she was heroic and unscrupulous and full of love for both her children.	She had wept because she was heroic and unscrupulous and full of love for both her children.	true	1253.42	1260.1	18.416698
781_126737_000043_000002	Girls frequently get sacrificed to the welfare of the boys.	Girls frequently get sacrificed to the welfare of the boys.	true	1260.8	1265.08	17.999393
781_126737_000043_000003	In this case she was sacrificing Winnie.	In this case she was sacrificing Winnie.	true	1265.15	1268.11	19
781_126737_000043_000004	By the suppression of truth she was slandering her.	By the suppression of truth she was slandering her.	true	1268.72	1271.89	17.791878
781_126737_000043_000005	Of course, Winnie was independent, and need not care for the opinion of people that she would never see and who would never see her; whereas poor Stevie had nothing in the world he could call his own except his mother's heroism and unscrupulousness.	Of course, Winnie was independent, and need not care for the opinion of people that she would never see and who would never see her; whereas poor Stevie had nothing in the world he could call his own except his mother's heroism and unscrupulousness.	true	1272.11	1289.41	18.513556
781_126737_000044_000000	The first sense of security following on Winnie's marriage wore off in time (for nothing lasts), and Mrs Verloc's mother, in the seclusion of the back bedroom, had recalled the teaching of that experience which the world impresses upon a widowed woman.	The first sense of security following on Winnie's marriage wore off in time (for nothing lasts), and Mrs Verloc's mother, in the seclusion of the back bedroom, had recalled the teaching of that experience which the world impresses upon a widowed woman.	true	1291.01	1308.88	17.434238
781_126737_000044_000001	But she had recalled it without vain bitterness; her store of resignation amounted almost to dignity. She reflected stoically that everything decays, wears out, in this world; that the way of kindness should be made easy to the well disposed; that her daughter Winnie was a most devoted sister, and a very self-confident wife indeed.	But she had recalled it without vain bitterness; her store of resignation amounted almost to dignity. She reflected stoically that everything decays, wears out, in this world; that the way of kindness should be made easy to the well disposed; that her daughter Winnie was a most devoted sister, and a very self confident wife indeed.	true	1309.85	1332.88	18.07496
781_126737_000044_000002	As regards Winnie's sisterly devotion, her stoicism flinched.	As regards Winnie's sisterly devotion, her stoicism flinched.	true	1334.51	1339.48	17.465134
781_126737_000044_000003	She excepted that sentiment from the rule of decay affecting all things human and some things divine.	She excepted that sentiment from the rule of decay affecting all things human and some things divine.	true	1340.03	1347.22	13
781_126737_000044_000004	She could not help it; not to do so would have frightened her too much.	She could not help it; not to do so would have frightened her too much.	true	1348.07	1352.5	18.708632
781_126737_000044_000005	But in considering the conditions of her daughter's married state, she rejected firmly all flattering illusions.	But in considering the conditions of her daughter's married state, she rejected firmly all flattering illusions.	true	1352.57	1360.35	16
781_126737_000044_000006	She took the cold and reasonable view that the less strain put on Mr Verloc's kindness the longer its effects were likely to last.	She took the cold and reasonable view that the less strain put on Mr Verloc's kindness the longer its effects were likely to last.	true	1360.35	1370.08	17
781_126737_000044_000007	That excellent man loved his wife, of course, but he would, no doubt, prefer to keep as few of her relations as was consistent with the proper display of that sentiment.	That excellent man loved his wife, of course, but he would, no doubt, prefer to keep as few of her relations as was consistent with the proper display of that sentiment.	true	1370.27	1382.02	17.94132
781_126737_000044_000008	It would be better if its whole effect were concentrated on poor Stevie.	It would be better if its whole effect were concentrated on poor Stevie.	true	1382.36	1387.09	16
781_126737_000044_000009	And the heroic old woman resolved on going away from her children as an act of devotion and as a move of deep policy.	And the heroic old woman resolved on going away from her children as an act of devotion and as a move of deep policy.	true	1387.52	1396.57	17
781_126737_000045_000000	The "virtue" of this policy consisted in this (Mrs Verloc's mother was subtle in her way), that Stevie's moral claim would be strengthened.	The "virtue" of this policy consisted in this (Mrs Verloc's mother was subtle in her way), that Stevie's moral claim would be strengthened.	true	1397.93	1407.61	16
781_126737_000045_000001	The poor boy--a good, useful boy, if a little peculiar--had not a sufficient standing.	The poor boy-a good, useful boy, if a little peculiar-had not a sufficient standing.	true	1407.65	1414.48	17
781_126737_000045_000002	He had been taken over with his mother, somewhat in the same way as the furniture of the Belgravian mansion had been taken over, as if on the ground of belonging to her exclusively.	He had been taken over with his mother, somewhat in the same way as the furniture of the Belgravian mansion had been taken over, as if on the ground of belonging to her exclusively.	true	1414.82	1427.86	14
781_126737_000045_000003	What will happen, she asked herself (for Mrs Verloc's mother was in a measure imaginative), when I die?	What will happen, she asked herself (for Mrs Verloc's mother was in a measure imaginative), when I die?	true	1428.5	1435.6	15
781_126737_000045_000004	And when she asked herself that question it was with dread. It was also terrible to think that she would not then have the means of knowing what happened to the poor boy.	And when she asked herself that question it was with dread. It was also terrible to think that she would not then have the means of knowing what happened to the poor boy.	true	1435.85	1447.38	17.767317
781_126737_000045_000005	But by making him over to his sister, by going thus away, she gave him the advantage of a directly dependent position.	But by making him over to his sister, by going thus away, she gave him the advantage of a directly dependent position.	true	1447.38	1456.72	16
781_126737_000045_000006	This was the more subtle sanction of Mrs Verloc's mother's heroism and unscrupulousness.	This was the more subtle sanction of Mrs Verloc's mother's heroism and unscrupulousness.	true	1457.51	1464.13	15
781_126737_000045_000007	Her act of abandonment was really an arrangement for settling her son permanently in life.	Her act of abandonment was really an arrangement for settling her son permanently in life.	true	1464.68	1471.09	17
781_126737_000045_000008	Other people made material sacrifices for such an object, she in that way.	Other people made material sacrifices for such an object, she in that way.	true	1471.46	1477.06	16
781_126737_000045_000009	It was the only way.	It was the only way.	true	1477.25	1478.78	19.452702
781_126737_000045_000010	Moreover, she would be able to see how it worked.	Moreover, she would be able to see how it worked.	true	1478.78	1482.13	18.348967
781_126737_000045_000011	Ill or well she would avoid the horrible incertitude on the death-bed.	Ill or well she would avoid the horrible incertitude on the death bed.	false	1482.5	1488.16	18.31248
781_126737_000045_000012	But it was hard, hard, cruelly hard.	But it was hard, hard, cruelly hard.	true	1488.23	1492.06	16.397057
781_126737_000046_000000	The cab rattled, jingled, jolted; in fact, the last was quite extraordinary.	The cab rattled, jingled, jolted; in fact, the last was quite extraordinary.	true	1493.15	1499.23	19.63585
781_126737_000046_000001	By its disproportionate violence and magnitude it obliterated every sensation of onward movement; and the effect was of being shaken in a stationary apparatus like a mediaeval device for the punishment of crime, or some very newfangled invention for the cure of a sluggish liver.	By its disproportionate violence and magnitude it obliterated every sensation of onward movement; and the effect was of being shaken in a stationary apparatus like a mediaeval device for the punishment of crime, or some very newfangled invention for the cure of a sluggish liver.	false	1499.42	1519.81	14
781_126737_000046_000002	It was extremely distressing; and the raising of Mrs Verloc's mother's voice sounded like a wail of pain.	It was extremely distressing; and the raising of Mrs Verloc's mother's voice sounded like a wail of pain.	true	1520.42	1527.97	14
781_126737_000047_000000	"I know, my dear, you'll come to see me as often as you can spare the time.	"I know, my dear, you'll come to see me as often as you can spare the time.	true	1528.88	1534.18	16
781_126737_000047_000001	Won't you?"	Won't you?"	true	1534.22	1535.08	17.981403
781_126737_000048_000000	"Of course," answered Winnie shortly, staring straight before her.	"Of course," answered Winnie shortly, staring straight before her.	true	1535.48	1539.67	18
781_126737_000049_000000	And the cab jolted in front of a steamy, greasy shop in a blaze of gas and in the smell of fried fish.	And the cab jolted in front of a steamy, greasy shop in a blaze of gas and in the smell of fried fish.	true	1540.16	1548.31	17
781_126737_000050_000000	The old woman raised a wail again.	The old woman raised a wail again.	true	1548.65	1551.76	17
781_126737_000051_000000	"And, my dear, I must see that poor boy every Sunday.	"And, my dear, I must see that poor boy every Sunday.	true	1552.79	1557.13	14
781_126737_000051_000001	He won't mind spending the day with his old mother--"	He won't mind spending the day with his old mother-"	true	1557.17	1560.52	15
781_126737_000052_000000	Winnie screamed out stolidly:	Winnie screamed out stolidly:	true	1560.56	1563.15	16
781_126737_000053_000000	"Mind!	"Mind!	true	1563.15	1564.12	23.19777
781_126737_000053_000001	I should think not.	I should think not.	true	1564.28	1565.89	18.805283
781_126737_000053_000002	That poor boy will miss you something cruel. I wish you had thought a little of that, mother."	That poor boy will miss you something cruel. I wish you had thought a little of that, mother."	true	1565.99	1571.71	17
781_126737_000054_000000	Not think of it!	Not think of it!	true	1572.29	1573.54	20.896273
781_126737_000054_000001	The heroic woman swallowed a playful and inconvenient object like a billiard ball, which had tried to jump out of her throat. Winnie sat mute for a while, pouting at the front of the cab, then snapped out, which was an unusual tone with her:	The heroic woman swallowed a playful and inconvenient object like a billiard ball, which had tried to jump out of her throat. Winnie sat mute for a while, pouting at the front of the cab, then snapped out, which was an unusual tone with her:	true	1574.06	1590.97	18.986721
781_126737_000055_000000	"I expect I'll have a job with him at first, he'll be that restless--"	"I expect I'll have a job with him at first, he'll be that restless-"	true	1591.28	1595.56	17.77479
781_126737_000056_000000	"Whatever you do, don't let him worry your husband, my dear."	"Whatever you do, don't let him worry your husband, my dear."	true	1596.23	1599.4	13
781_126737_000057_000000	Thus they discussed on familiar lines the bearings of a new situation. And the cab jolted.	Thus they discussed on familiar lines the bearings of a new situation. And the cab jolted.	true	1600.04	1606.75	17
781_126737_000057_000001	Mrs Verloc's mother expressed some misgivings. Could Stevie be trusted to come all that way alone?	Mrs Verloc's mother expressed some misgivings. Could Stevie be trusted to come all that way alone?	true	1607	1614.67	16
781_126737_000057_000002	Winnie maintained that he was much less "absent-minded" now.	Winnie maintained that he was much less "absent minded" now.	true	1615.1	1618.66	14
781_126737_000057_000003	They agreed as to that.	They agreed as to that.	true	1618.85	1620.55	20.419725
781_126737_000057_000004	It could not be denied.	It could not be denied.	true	1620.62	1622.22	16.056343
781_126737_000057_000005	Much less--hardly at all.	Much less-hardly at all.	true	1622.22	1624.3	18
781_126737_000057_000006	They shouted at each other in the jingle with comparative cheerfulness.	They shouted at each other in the jingle with comparative cheerfulness.	true	1624.43	1628.71	16
781_126737_000057_000007	But suddenly the maternal anxiety broke out afresh.	But suddenly the maternal anxiety broke out afresh.	true	1628.75	1632.94	19.471024
781_126737_000057_000008	There were two omnibuses to take, and a short walk between.	There were two omnibuses to take, and a short walk between.	false	1633.07	1637.19	19.199373
781_126737_000057_000009	It was too difficult!	It was too difficult!	true	1637.19	1638.84	20.585793
781_126737_000057_000010	The old woman gave way to grief and consternation.	The old woman gave way to grief and consternation.	true	1638.84	1642.6	16
781_126737_000058_000000	Winnie stared forward.	Winnie stared forward.	true	1643.21	1645.06	18.41999
781_126737_000059_000000	"Don't you upset yourself like this, mother.	"Don't you upset yourself like this, mother.	true	1645.55	1648.1	15
781_126737_000059_000001	You must see him, of course."	You must see him, of course."	true	1648.1	1649.82	16
781_126737_000060_000000	"No, my dear.	"No, my dear.	false	1649.82	1651.54	19.504673
781_126737_000060_000001	I'll try not to."	I'll try not to."	true	1651.64	1653.04	19.993763
781_126737_000061_000000	She mopped her streaming eyes.	She mopped her streaming eyes.	true	1654.07	1656.19	18.541
781_126737_000062_000000	"But you can't spare the time to come with him, and if he should forget himself and lose his way and somebody spoke to him sharply, his name and address may slip his memory, and he'll remain lost for days and days--"	"But you can't spare the time to come with him, and if he should forget himself and lose his way and somebody spoke to him sharply, his name and address may slip his memory, and he'll remain lost for days and days-"	true	1656.38	1670.77	18
781_126737_000063_000000	The vision of a workhouse infirmary for poor Stevie--if only during inquiries--wrung her heart.	The vision of a workhouse infirmary for poor Stevie-if only during inquiries-wrung her heart.	true	1670.84	1678.08	17.829443
781_126737_000063_000001	For she was a proud woman.	For she was a proud woman.	true	1678.08	1679.77	18
781_126737_000063_000002	Winnie's stare had grown hard, intent, inventive.	Winnie's stare had grown hard, intent, inventive.	true	1680.2	1684.63	19.267149
781_126737_000064_000000	"I can't bring him to you myself every week," she cried.	"I can't bring him to you myself every week," she cried.	true	1685.09	1688.41	14
781_126737_000064_000001	"But don't you worry, mother.	"But don't you worry, mother.	true	1688.41	1689.91	16
781_126737_000064_000002	I'll see to it that he don't get lost for long."	I'll see to it that he don't get lost for long."	true	1689.91	1692.94	17
781_126737_000065_000000	They felt a peculiar bump; a vision of brick pillars lingered before the rattling windows of the cab; a sudden cessation of atrocious jolting and uproarious jingling dazed the two women.	They felt a peculiar bump; a vision of brick pillars lingered before the rattling windows of the cab; a sudden cessation of atrocious jolting and uproarious jingling dazed the two women.	true	1694.51	1708.03	17
781_126737_000065_000001	What had happened?	What had happened?	true	1708.55	1709.77	18.89252
781_126737_000065_000002	They sat motionless and scared in the profound stillness, till the door came open, and a rough, strained whispering was heard:	They sat motionless and scared in the profound stillness, till the door came open, and a rough, strained whispering was heard:	false	1710.74	1720.02	19
781_126737_000066_000000	"Here you are!"	"Here you are!"	true	1720.02	1721.14	23.679113
781_126737_000067_000000	A range of gabled little houses, each with one dim yellow window, on the ground floor, surrounded the dark open space of a grass plot planted with shrubs and railed off from the patchwork of lights and shadows in the wide road, resounding with the dull rumble of traffic.	A range of gabled little houses, each with one dim yellow window, on the ground floor, surrounded the dark open space of a grass plot planted with shrubs and railed off from the patchwork of lights and shadows in the wide road, resounding with the dull rumble of traffic.	true	1721.96	1743.49	18.371977
781_126737_000067_000001	Before the door of one of these tiny houses--one without a light in the little downstairs window--the cab had come to a standstill.	Before the door of one of these tiny houses-one without a light in the little downstairs window-the cab had come to a standstill.	true	1743.56	1752.97	18
781_126737_000067_000002	Mrs Verloc's mother got out first, backwards, with a key in her hand.	Mrs Verloc's mother got out first, backwards, with a key in her hand.	false	1753.76	1759.62	19.265368
781_126737_000067_000003	Winnie lingered on the flagstone path to pay the cabman.	Winnie lingered on the flagstone path to pay the cabman.	true	1759.62	1763.47	16
781_126737_000067_000004	Stevie, after helping to carry inside a lot of small parcels, came out and stood under the light of a gas-lamp belonging to the Charity.	Stevie, after helping to carry inside a lot of small parcels, came out and stood under the light of a gas lamp belonging to the Charity.	true	1763.93	1773.58	15
781_126737_000067_000005	The cabman looked at the pieces of silver, which, appearing very minute in his big, grimy palm, symbolised the insignificant results which reward the ambitious courage and toil of a mankind whose day is short on this earth of evil.	The cabman looked at the pieces of silver, which, appearing very minute in his big, grimy palm, symbolised the insignificant results which reward the ambitious courage and toil of a mankind whose day is short on this earth of evil.	false	1774.64	1793.2	14
781_126737_000068_000000	He had been paid decently--four one-shilling pieces--and he contemplated them in perfect stillness, as if they had been the surprising terms of a melancholy problem.	He had been paid decently-four one shilling pieces-and he contemplated them in perfect stillness, as if they had been the surprising terms of a melancholy problem.	true	1795.07	1806.85	17
781_126737_000068_000001	The slow transfer of that treasure to an inner pocket demanded much laborious groping in the depths of decayed clothing. His form was squat and without flexibility.	The slow transfer of that treasure to an inner pocket demanded much laborious groping in the depths of decayed clothing. His form was squat and without flexibility.	true	1807.52	1821.37	18.39112
781_126737_000068_000002	Stevie, slender, his shoulders a little up, and his hands thrust deep in the side pockets of his warm overcoat, stood at the edge of the path, pouting.	Stevie, slender, his shoulders a little up, and his hands thrust deep in the side pockets of his warm overcoat, stood at the edge of the path, pouting.	true	1821.86	1833.82	18.910162
781_126737_000069_000000	The cabman, pausing in his deliberate movements, seemed struck by some misty recollection.	The cabman, pausing in his deliberate movements, seemed struck by some misty recollection.	true	1834.7	1842.01	18.25387
781_126737_000070_000000	"Oh! 'Ere you are, young fellow," he whispered.	"Oh! 'Ere you are, young fellow," he whispered.	false	1842.53	1846.06	21.233522
781_126737_000070_000001	"You'll know him again--won't you?"	"You'll know him again-won't you?"	true	1846.16	1847.92	15.973125
781_126737_000071_000000	Stevie was staring at the horse, whose hind quarters appeared unduly elevated by the effect of emaciation.	Stevie was staring at the horse, whose hind quarters appeared unduly elevated by the effect of emaciation.	true	1848.8	1856.35	17
781_126737_000071_000001	The little stiff tail seemed to have been fitted in for a heartless joke; and at the other end the thin, flat neck, like a plank covered with old horse-hide, drooped to the ground under the weight of an enormous bony head.	The little stiff tail seemed to have been fitted in for a heartless joke; and at the other end the thin, flat neck, like a plank covered with old horse hide, drooped to the ground under the weight of an enormous bony head.	true	1856.96	1873.75	20.150839
781_126737_000071_000002	The ears hung at different angles, negligently; and the macabre figure of that mute dweller on the earth steamed straight up from ribs and backbone in the muggy stillness of the air.	The ears hung at different angles, negligently; and the macabre figure of that mute dweller on the earth steamed straight up from ribs and backbone in the muggy stillness of the air.	true	1874.42	1887.82	18.338427
781_126737_000072_000000	The cabman struck lightly Stevie's breast with the iron hook protruding from a ragged, greasy sleeve.	The cabman struck lightly Stevie's breast with the iron hook protruding from a ragged, greasy sleeve.	true	1888.79	1896.46	18
781_126737_000073_000000	"Look 'ere, young feller.	"Look 'ere, young feller.	false	1896.59	1898.07	21.211668
781_126737_000073_000001	'Ow'd _you_ like to sit behind this 'oss up to two o'clock in the morning p'raps?"	'Ow'd underscore you underscore like to sit behind this 'oss up to two o'clock in the morning p'raps?"	false	1898.07	1904.25	19.787436
781_126737_000074_000000	Stevie looked vacantly into the fierce little eyes with red-edged lids.	Stevie looked vacantly into the fierce little eyes with red edged lids.	true	1904.25	1910.02	18.075731
781_126737_000075_000000	"He ain't lame," pursued the other, whispering with energy.	"He ain't lame," pursued the other, whispering with energy.	true	1910.57	1914.48	18.228817
781_126737_000075_000001	"He ain't got no sore places on 'im.	"He ain't got no sore places on 'im.	false	1914.48	1916.82	19.235205
781_126737_000075_000002	'Ere he is.	'Ere he is.	true	1916.82	1917.57	14
781_126737_000075_000003	'Ow would _you_ like--"	'Ow would underscore you underscore like-"	false	1917.57	1918.93	25.171291
781_126737_000076_000000	His strained, extinct voice invested his utterance with a character of vehement secrecy.	His strained, extinct voice invested his utterance with a character of vehement secrecy.	true	1919.15	1925.86	18.407238
781_126737_000076_000001	Stevie's vacant gaze was changing slowly into dread.	Stevie's vacant gaze was changing slowly into dread.	true	1925.99	1930	14
781_126737_000077_000000	"You may well look!	"You may well look!	true	1930.25	1931.61	22.313284
781_126737_000077_000001	Till three and four o'clock in the morning.	Till three and four o'clock in the morning.	true	1931.61	1933.72	19
781_126737_000077_000002	Cold and 'ungry.	Cold and 'ungry.	true	1933.72	1934.92	19.086634
781_126737_000077_000003	Looking for fares.	Looking for fares.	true	1934.92	1936.15	20.669664
781_126737_000077_000004	Drunks."	Drunks."	true	1936.15	1936.9	23.19662
781_126737_000078_000000	His jovial purple cheeks bristled with white hairs; and like Virgil's Silenus, who, his face smeared with the juice of berries, discoursed of Olympian Gods to the innocent shepherds of Sicily, he talked to Stevie of domestic matters and the affairs of men whose sufferings are great and immortality by no means assured.	His jovial purple cheeks bristled with white hairs; and like Virgil's Silenus, who, his face smeared with the juice of berries, discoursed of Olympian Gods to the innocent shepherds of Sicily, he talked to Stevie of domestic matters and the affairs of men whose sufferings are great and immortality by no means assured.	true	1937.84	1961.83	18
781_126737_000079_000000	"I am a night cabby, I am," he whispered, with a sort of boastful exasperation.	"I am a night cabby, I am," he whispered, with a sort of boastful exasperation.	true	1962.71	1968.52	17
781_126737_000079_000001	"I've got to take out what they will blooming well give me at the yard.	"I've got to take out what they will blooming well give me at the yard.	true	1968.86	1972.78	18
781_126737_000079_000002	I've got my missus and four kids at 'ome."	I've got my missus and four kids at 'o m e."	false	1972.85	1976.74	14.8414135
781_126737_000080_000000	The monstrous nature of that declaration of paternity seemed to strike the world dumb.	The monstrous nature of that declaration of paternity seemed to strike the world dumb.	true	1976.74	1982.53	15
781_126737_000080_000001	A silence reigned during which the flanks of the old horse, the steed of apocalyptic misery, smoked upwards in the light of the charitable gas-lamp.	A silence reigned during which the flanks of the old horse, the steed of apocalyptic misery, smoked upwards in the light of the charitable gas lamp.	true	1982.69	1994.23	19
781_126737_000081_000000	The cabman grunted, then added in his mysterious whisper:	The cabman grunted, then added in his mysterious whisper:	true	1995.41	2000.23	19.894583
781_126737_000082_000000	"This ain't an easy world." Stevie's face had been twitching for some time, and at last his feelings burst out in their usual concise form.	"This ain't an easy world." Stevie's face had been twitching for some time, and at last his feelings burst out in their usual concise form.	true	2000.48	2011.42	19.313328
781_126737_000083_000000	"Bad!	"Bad!	true	2011.43	2012.36	22.209988
781_126737_000083_000001	Bad!"	Bad!"	true	2012.36	2013.22	21.718378
781_126737_000084_000000	His gaze remained fixed on the ribs of the horse, self-conscious and sombre, as though he were afraid to look about him at the badness of the world.	His gaze remained fixed on the ribs of the horse, self conscious and sombre, as though he were afraid to look about him at the badness of the world.	true	2014.28	2024.8	17.630919
781_126737_000084_000001	And his slenderness, his rosy lips and pale, clear complexion, gave him the aspect of a delicate boy, notwithstanding the fluffy growth of golden hair on his cheeks.	And his slenderness, his rosy lips and pale, clear complexion, gave him the aspect of a delicate boy, notwithstanding the fluffy growth of golden hair on his cheeks.	true	2025.11	2037.01	18
781_126737_000084_000002	He pouted in a scared way like a child. The cabman, short and broad, eyed him with his fierce little eyes that seemed to smart in a clear and corroding liquid.	He pouted in a scared way like a child. The cabman, short and broad, eyed him with his fierce little eyes that seemed to smart in a clear and corroding liquid.	true	2037.47	2049.42	20.007744
781_126737_000085_000000	"'Ard on 'osses, but dam' sight 'arder on poor chaps like me," he wheezed just audibly.	"'Ard on 'osses, but dam' sight 'arder on poor chaps like me," he wheezed just audibly.	false	2049.42	2056.99	19.320944
781_126737_000086_000000	"Poor!	"Poor!	true	2057.33	2058.19	20.498089
781_126737_000086_000001	Poor!" stammered out Stevie, pushing his hands deeper into his pockets with convulsive sympathy.	Poor!" stammered out Stevie, pushing his hands deeper into his pockets with convulsive sympathy.	true	2058.38	2065.27	18.229662
781_126737_000086_000002	He could say nothing; for the tenderness to all pain and all misery, the desire to make the horse happy and the cabman happy, had reached the point of a bizarre longing to take them to bed with him.	He could say nothing; for the tenderness to all pain and all misery, the desire to make the horse happy and the cabman happy, had reached the point of a bizarre longing to take them to bed with him.	true	2065.37	2078.77	16
781_126737_000086_000003	And that, he knew, was impossible.	And that, he knew, was impossible.	true	2078.84	2081.41	19
781_126737_000086_000004	For Stevie was not mad.	For Stevie was not mad.	true	2081.78	2083.69	14.983256
781_126737_000086_000005	It was, as it were, a symbolic longing; and at the same time it was very distinct, because springing from experience, the mother of wisdom.	It was, as it were, a symbolic longing; and at the same time it was very distinct, because springing from experience, the mother of wisdom.	true	2083.79	2093.44	14
781_126737_000086_000006	Thus when as a child he cowered in a dark corner scared, wretched, sore, and miserable with the black, black misery of the soul, his sister Winnie used to come along, and carry him off to bed with her, as into a heaven of consoling peace.	Thus when as a child he cowered in a dark corner scared, wretched, sore, and miserable with the black, black misery of the soul, his sister Winnie used to come along, and carry him off to bed with her, as into a heaven of consoling peace.	true	2093.66	2111.05	14
781_126737_000086_000007	Stevie, though apt to forget mere facts, such as his name and address for instance, had a faithful memory of sensations.	Stevie, though apt to forget mere facts, such as his name and address for instance, had a faithful memory of sensations.	true	2111.69	2120.92	15
781_126737_000086_000008	To be taken into a bed of compassion was the supreme remedy, with the only one disadvantage of being difficult of application on a large scale.	To be taken into a bed of compassion was the supreme remedy, with the only one disadvantage of being difficult of application on a large scale.	true	2120.99	2131.63	15
781_126737_000086_000009	And looking at the cabman, Stevie perceived this clearly, because he was reasonable.	And looking at the cabman, Stevie perceived this clearly, because he was reasonable.	true	2132.51	2138.2	17.58295
781_126737_000087_000000	The cabman went on with his leisurely preparations as if Stevie had not existed.	The cabman went on with his leisurely preparations as if Stevie had not existed.	true	2138.81	2144.25	18
781_126737_000087_000001	He made as if to hoist himself on the box, but at the last moment from some obscure motive, perhaps merely from disgust with carriage exercise, desisted.	He made as if to hoist himself on the box, but at the last moment from some obscure motive, perhaps merely from disgust with carriage exercise, desisted.	true	2144.25	2156.89	19.114334
781_126737_000087_000002	He approached instead the motionless partner of his labours, and stooping to seize the bridle, lifted up the big, weary head to the height of his shoulder with one effort of his right arm, like a feat of strength.	He approached instead the motionless partner of his labours, and stooping to seize the bridle, lifted up the big, weary head to the height of his shoulder with one effort of his right arm, like a feat of strength.	false	2158.1	2172.79	18
781_126737_000088_000000	"Come on," he whispered secretly.	"Come on," he whispered secretly.	true	2172.98	2175.91	17.840004
781_126737_000089_000000	Limping, he led the cab away.	Limping, he led the cab away.	true	2176.73	2179.39	18.441837
781_126737_000089_000001	There was an air of austerity in this departure, the scrunched gravel of the drive crying out under the slowly turning wheels, the horse's lean thighs moving with ascetic deliberation away from the light into the obscurity of the open space bordered dimly by the pointed roofs and the feebly shining windows of the little alms-houses.	There was an air of austerity in this departure, the scrunched gravel of the drive crying out under the slowly turning wheels, the horse's lean thighs moving with ascetic deliberation away from the light into the obscurity of the open space bordered dimly by the pointed roofs and the feebly shining windows of the little alms houses.	true	2180.63	2206.75	17.896318
781_126737_000089_000002	The plaint of the gravel travelled slowly all round the drive.	The plaint of the gravel travelled slowly all round the drive.	true	2208.65	2213.38	17
781_126737_000089_000003	Between the lamps of the charitable gateway the slow cortege reappeared, lighted up for a moment, the short, thick man limping busily, with the horse's head held aloft in his fist, the lank animal walking in stiff and forlorn dignity, the dark, low box on wheels rolling behind comically with an air of waddling.	Between the lamps of the charitable gateway the slow cortege reappeared, lighted up for a moment, the short, thick man limping busily, with the horse's head held aloft in his fist, the lank animal walking in stiff and forlorn dignity, the dark, low box on wheels rolling behind comically with an air of waddling.	false	2214.05	2239.48	18.796236
781_126737_000089_000004	They turned to the left.	They turned to the left.	true	2240.09	2241.91	19.411541
781_126737_000089_000005	There was a pub down the street, within fifty yards of the gate.	There was a pub down the street, within fifty yards of the gate.	true	2241.92	2245.75	17.718021
781_126737_000090_000000	Stevie left alone beside the private lamp-post of the Charity, his hands thrust deep into his pockets, glared with vacant sulkiness.	Stevie left alone beside the private lamp post of the Charity, his hands thrust deep into his pockets, glared with vacant sulkiness.	true	2247.89	2257.75	19.152319
781_126737_000090_000001	At the bottom of his pockets his incapable weak hands were clinched hard into a pair of angry fists.	At the bottom of his pockets his incapable weak hands were clinched hard into a pair of angry fists.	true	2258.36	2266.06	17.226564
781_126737_000090_000002	In the face of anything which affected directly or indirectly his morbid dread of pain, Stevie ended by turning vicious.	In the face of anything which affected directly or indirectly his morbid dread of pain, Stevie ended by turning vicious.	true	2266.64	2275.78	18
781_126737_000090_000003	A magnanimous indignation swelled his frail chest to bursting, and caused his candid eyes to squint.	A magnanimous indignation swelled his frail chest to bursting, and caused his candid eyes to squint.	true	2275.82	2283.55	17
