339_132718_000000_000000	"Come on!" cried Terry, pushing forward.	"Come on!" cried Terry, pushing forward.	false	0	4.17	22.52443
339_132718_000065_000003	They were not in the least ferocious.	They were not in the least ferocious.	true	1022.09	1024.39	19.433292
339_132718_000065_000004	And yet, as I looked from face to face, calm, grave, wise, wholly unafraid, evidently assured and determined, I had the funniest feeling--a very early feeling--a feeling that I traced back and back in memory until I caught up with it at last.	And yet, as I looked from face to face, calm, grave, wise, wholly unafraid, evidently assured and determined, I had the funniest feeling-a very early feeling-a feeling that I traced back and back in memory until I caught up with it at last.	false	1024.58	1044.16	24.406416
339_132718_000065_000005	It was that sense of being hopelessly in the wrong that I had so often felt in early youth when my short legs' utmost effort failed to overcome the fact that I was late to school.	It was that sense of being hopelessly in the wrong that I had so often felt in early youth when my short legs' utmost effort failed to overcome the fact that I was late to school.	true	1044.5	1058.34	22.078732
339_132718_000066_000000	Jeff felt it too; I could see he did.	Jeff felt it too; I could see he did.	false	1058.34	1061.14	20.76957
339_132718_000066_000001	We felt like small boys, very small boys, caught doing mischief in some gracious lady's house.	We felt like small boys, very small boys, caught doing mischief in some gracious lady's house.	true	1061.3	1067.71	18
339_132718_000066_000002	But Terry showed no such consciousness.	But Terry showed no such consciousness.	true	1068.2	1071.07	20.862104
339_132718_000066_000003	I saw his quick eyes darting here and there, estimating numbers, measuring distances, judging chances of escape.	I saw his quick eyes darting here and there, estimating numbers, measuring distances, judging chances of escape.	true	1071.2	1077.06	16
339_132718_000066_000004	He examined the close ranks about us, reaching back far on every side, and murmured softly to me, "Every one of 'em over forty as I'm a sinner."	He examined the close ranks about us, reaching back far on every side, and murmured softly to me, "Every one of 'em over forty as I'm a sinner."	false	1077.06	1086.58	21.083372
339_132718_000067_000000	Yet they were not old women.	Yet they were not old women.	true	1086.98	1089.34	24.54943
339_132718_000067_000001	Each was in the full bloom of rosy health, erect, serene, standing sure-footed and light as any pugilist.	Each was in the full bloom of rosy health, erect, serene, standing sure footed and light as any pugilist.	true	1089.62	1096.72	19
339_132718_000067_000002	They had no weapons, and we had, but we had no wish to shoot.	They had no weapons, and we had, but we had no wish to shoot.	true	1096.94	1102.36	21.756048
339_132718_000068_000000	"I'd as soon shoot my aunts," muttered Terry again.	"I'd as soon shoot my aunts," muttered Terry again.	false	1102.85	1106.29	20.714375
339_132718_000068_000001	"What do they want with us anyhow?	"What do they want with us anyhow?	true	1106.39	1108.18	20.222057
339_132718_000068_000002	They seem to mean business." But in spite of that businesslike aspect, he determined to try his favorite tactics.	They seem to mean business." But in spite of that businesslike aspect, he determined to try his favorite tactics.	true	1108.19	1114.69	25.819818
339_132718_000068_000003	Terry had come armed with a theory.	Terry had come armed with a theory.	true	1114.91	1117.72	24.261837
339_132718_000069_000000	He stepped forward, with his brilliant ingratiating smile, and made low obeisance to the women before him.	He stepped forward, with his brilliant ingratiating smile, and made low obeisance to the women before him.	true	1118.51	1125.25	21.17153
339_132718_000069_000001	Then he produced another tribute, a broad soft scarf of filmy texture, rich in color and pattern, a lovely thing, even to my eye, and offered it with a deep bow to the tall unsmiling woman who seemed to head the ranks before him.	Then he produced another tribute, a broad soft scarf of filmy texture, rich in color and pattern, a lovely thing, even to my eye, and offered it with a deep bow to the tall unsmiling woman who seemed to head the ranks before him.	true	1125.47	1140.79	22.96804
339_132718_000069_000002	She took it with a gracious nod of acknowledgment, and passed it on to those behind her.	She took it with a gracious nod of acknowledgment, and passed it on to those behind her.	true	1141.31	1146.22	24.681211
339_132718_000070_000000	He tried again, this time bringing out a circlet of rhinestones, a glittering crown that should have pleased any woman on earth.	He tried again, this time bringing out a circlet of rhinestones, a glittering crown that should have pleased any woman on earth.	true	1147.01	1155.49	20.662714
339_132718_000070_000001	He made a brief address, including Jeff and me as partners in his enterprise, and with another bow presented this.	He made a brief address, including Jeff and me as partners in his enterprise, and with another bow presented this.	true	1155.62	1162.48	19.786171
339_132718_000070_000002	Again his gift was accepted and, as before, passed out of sight.	Again his gift was accepted and, as before, passed out of sight.	true	1162.7	1167.03	22.734339
339_132718_000071_000000	"If they were only younger," he muttered between his teeth.	"If they were only younger," he muttered between his teeth.	false	1167.03	1172.01	21.9529
339_132718_000071_000001	"What on earth is a fellow to say to a regiment of old Colonels like this?"	"What on earth is a fellow to say to a regiment of old Colonels like this?"	false	1172.01	1175.86	18
339_132718_000072_000000	In all our discussions and speculations we had always unconsciously assumed that the women, whatever else they might be, would be young. Most men do think that way, I fancy.	In all our discussions and speculations we had always unconsciously assumed that the women, whatever else they might be, would be young. Most men do think that way, I fancy.	false	1177.01	1189.66	23.842474
339_132718_000073_000000	"Woman" in the abstract is young, and, we assume, charming.	"Woman" in the abstract is young, and, we assume, charming.	true	1190.72	1195.06	21.524456
339_132718_000073_000001	As they get older they pass off the stage, somehow, into private ownership mostly, or out of it altogether.	As they get older they pass off the stage, somehow, into private ownership mostly, or out of it altogether.	true	1195.28	1201.27	17
339_132718_000073_000002	But these good ladies were very much on the stage, and yet any one of them might have been a grandmother.	But these good ladies were very much on the stage, and yet any one of them might have been a grandmother.	true	1201.61	1208.35	23.887148
339_132718_000074_000000	We looked for nervousness--there was none.	We looked for nervousness-there was none.	true	1209.02	1211.8	26.695612
339_132718_000075_000000	For terror, perhaps--there was none.	For terror, perhaps-there was none.	true	1212.14	1215.4	23.007645
339_132718_000076_000000	For uneasiness, for curiosity, for excitement--and all we saw was what might have been a vigilance committee of women doctors, as cool as cucumbers, and evidently meaning to take us to task for being there.	For uneasiness, for curiosity, for excitement-and all we saw was what might have been a vigilance committee of women doctors, as cool as cucumbers, and evidently meaning to take us to task for being there.	false	1215.86	1231.18	21.44089
339_132718_000077_000000	Six of them stepped forward now, one on either side of each of us, and indicated that we were to go with them.	Six of them stepped forward now, one on either side of each of us, and indicated that we were to go with them.	true	1231.91	1237.9	20
339_132718_000077_000001	We thought it best to accede, at first anyway, and marched along, one of these close at each elbow, and the others in close masses before, behind, on both sides.	We thought it best to accede, at first anyway, and marched along, one of these close at each elbow, and the others in close masses before, behind, on both sides.	false	1238.48	1247.53	21.673122
339_132718_000078_000000	A large building opened before us, a very heavy thick-walled impressive place, big, and old-looking; of gray stone, not like the rest of the town.	A large building opened before us, a very heavy thick walled impressive place, big, and old looking; of gray stone, not like the rest of the town.	true	1248.02	1256.98	22.877739
339_132718_000079_000000	"This won't do!" said Terry to us, quickly.	"This won't do!" said Terry to us, quickly.	true	1257.56	1259.89	24.705723
339_132718_000079_000001	"We mustn't let them get us in this, boys.	"We mustn't let them get us in this, boys.	false	1260.11	1262.03	23.051958
339_132718_000079_000002	All together, now--"	All together, now-"	true	1262.03	1262.98	20.436897
339_132718_000080_000000	We stopped in our tracks.	We stopped in our tracks.	true	1263.38	1264.84	22.354584
339_132718_000080_000001	We began to explain, to make signs pointing away toward the big forest--indicating that we would go back to it--at once.	We began to explain, to make signs pointing away toward the big forest-indicating that we would go back to it-at once.	true	1265.12	1271.41	20.852245
339_132718_000081_000000	It makes me laugh, knowing all I do now, to think of us three boys--nothing else; three audacious impertinent boys--butting into an unknown country without any sort of a guard or defense.	It makes me laugh, knowing all I do now, to think of us three boys-nothing else; three audacious impertinent boys-butting into an unknown country without any sort of a guard or defense.	false	1272.02	1285.9	20.755713
339_132718_000081_000001	We seemed to think that if there were men we could fight them, and if there were only women--why, they would be no obstacles at all.	We seemed to think that if there were men we could fight them, and if there were only women-why, they would be no obstacles at all.	true	1286.42	1295.83	22.6384
339_132718_000082_000000	Jeff, with his gentle romantic old-fashioned notions of women as clinging vines.	Jeff, with his gentle romantic old-fashioned notions of women as clinging vines.	true	1296.44	1301.77	18
339_132718_000082_000001	Terry, with his clear decided practical theories that there were two kinds of women--those he wanted and those he didn't; Desirable and Undesirable was his demarcation.	Terry, with his clear decided practical theories that there were two kinds of women-those he wanted and those he didn't; Desirable and Undesirable was his demarcation.	true	1302.02	1315.87	21.905636
339_132718_000082_000002	The latter as a large class, but negligible--he had never thought about them at all.	The latter as a large class, but negligible-he had never thought about them at all.	false	1316.09	1322.65	26.550716
339_132718_000083_000000	And now here they were, in great numbers, evidently indifferent to what he might think, evidently determined on some purpose of their own regarding him, and apparently well able to enforce their purpose.	And now here they were, in great numbers, evidently indifferent to what he might think, evidently determined on some purpose of their own regarding him, and apparently well able to enforce their purpose.	true	1323.08	1335.07	21
339_132718_000084_000000	We all thought hard just then.	We all thought hard just then.	true	1335.68	1337.71	23.506535
339_132718_000084_000001	It had not seemed wise to object to going with them, even if we could have; our one chance was friendliness--a civilized attitude on both sides.	It had not seemed wise to object to going with them, even if we could have; our one chance was friendliness-a civilized attitude on both sides.	true	1338.26	1347.91	22.992502
339_132718_000085_000000	But once inside that building, there was no knowing what these determined ladies might do to us.	But once inside that building, there was no knowing what these determined ladies might do to us.	true	1348.31	1354.63	21.64995
339_132718_000085_000001	Even a peaceful detention was not to our minds, and when we named it imprisonment it looked even worse.	Even a peaceful detention was not to our minds, and when we named it imprisonment it looked even worse.	true	1354.85	1360.75	20.660196
339_132718_000086_000000	So we made a stand, trying to make clear that we preferred the open country.	So we made a stand, trying to make clear that we preferred the open country.	true	1361.21	1366.3	21.559523
339_132718_000086_000001	One of them came forward with a sketch of our flier, asking by signs if we were the aerial visitors they had seen.	One of them came forward with a sketch of our flier, asking by signs if we were the aerial visitors they had seen.	true	1366.49	1373.05	20.023935
339_132718_000087_000000	This we admitted.	This we admitted.	true	1373.54	1374.88	22.742456
339_132718_000088_000000	They pointed to it again, and to the outlying country, in different directions--but we pretended we did not know where it was, and in truth we were not quite sure and gave a rather wild indication of its whereabouts.	They pointed to it again, and to the outlying country, in different directions-but we pretended we did not know where it was, and in truth we were not quite sure and gave a rather wild indication of its whereabouts.	true	1375.91	1388.2	23.019018
339_132718_000089_000000	Again they motioned us to advance, standing so packed about the door that there remained but the one straight path open.	Again they motioned us to advance, standing so packed about the door that there remained but the one straight path open.	false	1388.66	1398.6	22.592827
339_132718_000089_000001	All around us and behind they were massed solidly--there was simply nothing to do but go forward--or fight.	All around us and behind they were massed solidly-there was simply nothing to do but go forward-or fight.	true	1398.6	1405.15	22.555597
339_132718_000090_000000	We held a consultation.	We held a consultation.	true	1405.67	1407.09	21.893764
339_132718_000091_000000	"I never fought with women in my life," said Terry, greatly perturbed, "but I'm not going in there.	"I never fought with women in my life," said Terry, greatly perturbed, "but I'm not going in there.	false	1407.09	1413.8	19.591244
339_132718_000091_000001	I'm not going to be--herded in--as if we were in a cattle chute."	I'm not going to be-herded in-as if we were in a cattle chute."	false	1413.8	1418.5	24.854897
339_132718_000092_000000	"We can't fight them, of course," Jeff urged.	"We can't fight them, of course," Jeff urged.	true	1419.11	1422.13	22.996035
339_132718_000092_000001	"They're all women, in spite of their nondescript clothes; nice women, too; good strong sensible faces.	"They're all women, in spite of their nondescript clothes; nice women, too; good strong sensible faces.	true	1422.13	1427.98	22.733097
339_132718_000092_000002	I guess we'll have to go in."	I guess we'll have to go in."	true	1428.26	1430.2	22.045937
339_132718_000093_000000	"We may never get out, if we do," I told them.	"We may never get out, if we do," I told them.	false	1430.87	1433.73	21.197735
339_132718_000093_000001	"Strong and sensible, yes; but I'm not so sure about the good.	"Strong and sensible, yes; but I'm not so sure about the good.	false	1433.73	1436.36	20
339_132718_000093_000002	Look at those faces!"	Look at those faces!"	true	1436.36	1437.7	23.700657
339_132718_000094_000000	They had stood at ease, waiting while we conferred together, but never relaxing their close attention.	They had stood at ease, waiting while we conferred together, but never relaxing their close attention.	true	1438.55	1444.33	22.903076
339_132718_000095_000000	Their attitude was not the rigid discipline of soldiers; there was no sense of compulsion about them.	Their attitude was not the rigid discipline of soldiers; there was no sense of compulsion about them.	true	1444.61	1450.36	22.657814
339_132718_000095_000001	Terry's term of a "vigilance committee" was highly descriptive.	Terry's term of a "vigilance committee" was highly descriptive.	true	1450.67	1454.05	19.69311
339_132718_000095_000002	They had just the aspect of sturdy burghers, gathered hastily to meet some common need or peril, all moved by precisely the same feelings, to the same end.	They had just the aspect of sturdy burghers, gathered hastily to meet some common need or peril, all moved by precisely the same feelings, to the same end.	true	1454.33	1464.01	22.564627
339_132718_000096_000000	Never, anywhere before, had I seen women of precisely this quality. Fishwives and market women might show similar strength, but it was coarse and heavy.	Never, anywhere before, had I seen women of precisely this quality. Fishwives and market women might show similar strength, but it was coarse and heavy.	false	1464.83	1476.93	23.235672
339_132718_000096_000001	These were merely athletic--light and powerful. College professors, teachers, writers--many women showed similar intelligence but often wore a strained nervous look, while these were as calm as cows, for all their evident intellect.	These were merely athletic-light and powerful. College professors, teachers, writers-many women showed similar intelligence but often wore a strained nervous look, while these were as calm as cows, for all their evident intellect.	false	1476.93	1492.42	20.518053
339_132718_000097_000000	We observed pretty closely just then, for all of us felt that it was a crucial moment.	We observed pretty closely just then, for all of us felt that it was a crucial moment.	true	1492.94	1497.52	23.348915
339_132718_000098_000000	The leader gave some word of command and beckoned us on, and the surrounding mass moved a step nearer.	The leader gave some word of command and beckoned us on, and the surrounding mass moved a step nearer.	true	1497.89	1503.7	21
339_132718_000099_000000	"We've got to decide quick," said Terry.	"We've got to decide quick," said Terry.	true	1504.22	1506.7	23.919132
339_132718_000100_000000	"I vote to go in," Jeff urged.	"I vote to go in," Jeff urged.	true	1507.13	1509.49	25.496277
339_132718_000100_000001	But we were two to one against him and he loyally stood by us.	But we were two to one against him and he loyally stood by us.	true	1510.43	1514.2	22.676668
339_132718_000100_000002	We made one more effort to be let go, urgent, but not imploring.	We made one more effort to be let go, urgent, but not imploring.	true	1514.42	1519.08	24.175535
339_132718_000100_000003	In vain.	In vain.	false	1519.08	1519.98	14
339_132718_000101_000000	"Now for a rush, boys!" Terry said.	"Now for a rush, boys!" Terry said.	true	1519.98	1522.33	21.278051
339_132718_000101_000001	"And if we can't break 'em, I'll shoot in the air."	"And if we can't break 'em, I'll shoot in the air."	false	1522.34	1525.09	20.787691
339_132718_000102_000000	Then we found ourselves much in the position of the suffragette trying to get to the Parliament buildings through a triple cordon of London police.	Then we found ourselves much in the position of the suffragette trying to get to the Parliament buildings through a triple cordon of London police.	false	1525.73	1533.34	21.341103
339_132718_000103_000000	The solidity of those women was something amazing.	The solidity of those women was something amazing.	false	1534.01	1537.51	21.235195
339_132718_000103_000001	Terry soon found that it was useless, tore himself loose for a moment, pulled his revolver, and fired upward.	Terry soon found that it was useless, tore himself loose for a moment, pulled his revolver, and fired upward.	true	1537.91	1545.04	22.708231
339_132718_000103_000002	As they caught at it, he fired again--we heard a cry--.	As they caught at it, he fired again-we heard a cry-.	true	1546.19	1551.49	24.463528
339_132718_000104_000000	Instantly each of us was seized by five women, each holding arm or leg or head; we were lifted like children, straddling helpless children, and borne onward, wriggling indeed, but most ineffectually.	Instantly each of us was seized by five women, each holding arm or leg or head; we were lifted like children, straddling helpless children, and borne onward, wriggling indeed, but most ineffectually.	true	1552.16	1567.06	22.167177
339_132718_000105_000000	We were borne inside, struggling manfully, but held secure most womanfully, in spite of our best endeavors.	We were borne inside, struggling manfully, but held secure most womanfully, in spite of our best endeavors.	false	1568	1575.63	22.62789
339_132718_000106_000000	So carried and so held, we came into a high inner hall, gray and bare, and were brought before a majestic gray-haired woman who seemed to hold a judicial position.	So carried and so held, we came into a high inner hall, gray and bare, and were brought before a majestic gray haired woman who seemed to hold a judicial position.	true	1575.63	1586.59	22.346046
339_132718_000107_000000	There was some talk, not much, among them, and then suddenly there fell upon each of us at once a firm hand holding a wetted cloth before mouth and nose--an order of swimming sweetness--anesthesia.	There was some talk, not much, among them, and then suddenly there fell upon each of us at once a firm hand holding a wetted cloth before mouth and nose-an order of swimming sweetness-anesthesia.	false	1587.11	1610.04	22.266907
