5400_3587_000000_000000	POLLY'S BIG BUNDLE	POLLY'S BIG BUNDLE	true	24.54	26.05	22.230537
5400_3587_000077_000001	She's caught her death-cold, no doubt, no doubt!"	She's caught her death cold, no doubt, no doubt!"	true	795.14	798.31	22.619175
5400_3587_000078_000000	Outside, in the rain, the children revolved around and around Polly and Phronsie, hugging and kissing them, until nobody could do much more than breathe, not seeming to notice the stranger, who stood quietly waiting till such time as he could be heard.	Outside, in the rain, the children revolved around and around Polly and Phronsie, hugging and kissing them, until nobody could do much more than breathe, not seeming to notice the stranger, who stood quietly waiting till such time as he could be heard.	true	798.68	810.7	17
5400_3587_000079_000000	At last, in a lull in the scramble, as they were dragging Polly and her burden up the steps, each wild for the honor of escorting her into the house, he cried out in laughing tones:	At last, in a lull in the scramble, as they were dragging Polly and her burden up the steps, each wild for the honor of escorting her into the house, he cried out in laughing tones:	false	810.98	820.81	22.797026
5400_3587_000080_000000	"Isn't anybody going to kiss me, I wonder!"	"Isn't anybody going to kiss me, I wonder!"	true	820.94	823.3	23.081047
5400_3587_000081_000000	The two little Whitneys, who were eagerly clutching Polly's arms, turned around; and Percy rubbed his eyes in a puzzled way, as Joel said, stopping a minute to look up at the tall figure:	The two little Whitneys, who were eagerly clutching Polly's arms, turned around; and Percy rubbed his eyes in a puzzled way, as joel said, stopping a minute to look up at the tall figure:	true	823.52	833.17	21.828085
5400_3587_000082_000000	"We don't ever kiss strangers--mamsie's told us not to."	"We don't ever kiss strangers-mamsie's told us not to."	true	833.42	837.105	23.890316
5400_3587_000083_000000	"For shame, Joey!" cried Polly, feeling her face grow dreadfully red in the darkness, "the gentleman's been so kind to me!"	"For shame, Joey!" cried Polly, feeling her face grow dreadfully red in the darkness, "the gentleman's been so kind to me!"	true	837.105	843.76	24.427443
5400_3587_000084_000000	"You're right, my boy," said the stranger, laughing and bending down to Joel's upturned, sturdy countenance, at the same instant that Mrs. Pepper flung open the big door, and a bright, warm light fell straight across his handsome face.	"You're right, my boy," said the stranger, laughing and bending down to Joel's upturned, sturdy countenance, at the same instant that mrs Pepper flung open the big door, and a bright, warm light fell straight across his handsome face.	false	844.07	855.67	19
5400_3587_000084_000001	And then--well, then Percy gave a violent bound, and upsetting Joel as he did so, wriggled his way down the steps--at the same time that Van, on Polly's other side, rushed up to the gentleman:	And then-well, then Percy gave a violent bound, and upsetting joel as he did so, wriggled his way down the steps-at the same time that Van, on Polly's other side, rushed up to the gentleman:	true	855.92	868.18	25.798319
5400_3587_000085_000000	"Papa--oh, papa!"	"Papa-oh, papa!"	true	868.28	870.31	30.55662
5400_3587_000086_000000	Polly, half way up the steps, turned around, and then, at the rush of feeling that gathered at her heart, sat right down on the wet slippery step.	Polly, half way up the steps, turned around, and then, at the rush of feeling that gathered at her heart, sat right down on the wet slippery step.	true	870.5	877.455	17
5400_3587_000087_000000	"Why, Polly Pepper!" exclaimed Joel, not minding his own upset.	"Why, Polly Pepper!" exclaimed joel, not minding his own upset.	true	877.455	880.69	23
5400_3587_000087_000001	"You're right in all the slush--mother won't like it, I tell you!"	"You're right in all the slush-mother won't like it, I tell you!"	false	880.76	884.02	27.01744
5400_3587_000088_000000	"Hush!" cried Polly, catching his arm, "he's come--oh, Joel--he's come!"	"Hush!" cried Polly, catching his arm, "he's come-oh, joel--he's come!"	true	884.15	888.55	25.00876
5400_3587_000089_000000	"Who?" cried Joel, staring around blindly, "who, Polly?" Polly had just opened her lips to explain, when Mr. King's portly, handsome figure appeared in the doorway.	"Who?" cried joel, staring around blindly, "who, Polly?" Polly had just opened her lips to explain, when mr King's portly, handsome figure appeared in the doorway.	true	888.65	898	26.242933
5400_3587_000089_000001	"Do come in, children--why--good gracious, Mason!"	"Do come in, children-why-good gracious, Mason!"	true	898.1	902.59	21.034618
5400_3587_000090_000000	"Yes," cried the stranger, lightly, dropping his big bundle and umbrella as he passed in the door, with his little sons clinging to him.	"Yes," cried the stranger, lightly, dropping his big bundle and umbrella as he passed in the door, with his little sons clinging to him.	true	902.9	909.37	15
5400_3587_000090_000001	"Where is Marian?"	"Where is Marian?"	true	909.59	910.72	18.88989
5400_3587_000091_000000	"Why didn't you write?" asked the old gentleman, testily.	"Why didn't you write?" asked the old gentleman, testily.	true	910.94	913.54	17.148548
5400_3587_000091_000001	"These surprises aren't the right sort of things," and he began to feel vigorously of his heart.	"These surprises aren't the right sort of things," and he began to feel vigorously of his heart.	false	913.58	918.37	22.52476
5400_3587_000091_000002	"Here, Mrs. Pepper, be so good as to call Mrs. Whitney."	"Here, mrs Pepper, be so good as to call mrs Whitney."	true	918.56	921.64	23.677607
5400_3587_000092_000000	"Pepper!	"Pepper!	true	922.04	922.905	38.853214
5400_3587_000092_000001	Pepper!" repeated Mr. Whitney, perplexedly.	Pepper!" repeated mr Whitney, perplexedly.	true	922.905	925.39	31.076904
5400_3587_000093_000000	"She's coming--I hear her up-stairs," cried Van Whitney.	"She's coming-I hear her up stairs," cried Van Whitney.	false	925.55	928.69	26.038187
5400_3587_000093_000001	"Oh, let me tell her!" He struggled to get down from his father's arms as he said this.	"Oh, let me tell her!" He struggled to get down from his father's arms as he said this.	true	928.85	933.37	23.26074
5400_3587_000094_000000	"No, I shall--I heard her first!" cried Percy.	"No, I shall-I heard her first!" cried Percy.	true	933.53	936.91	29.10524
5400_3587_000094_000001	"Oh, dear me!	"Oh, dear me!	true	936.95	937.92	36.267757
5400_3587_000094_000002	Grandpapa's going to!"	Grandpapa's going to!"	true	937.92	939.49	30.11401
5400_3587_000095_000000	Mr. King advanced to the foot of the staircase as his daughter, all unconscious, ran down with a light step, and a smile on her face.	mr King advanced to the foot of the staircase as his daughter, all unconscious, ran down with a light step, and a smile on her face.	true	939.86	946.63	24
5400_3587_000096_000000	"Has Polly come?" she asked, seeing only her father.	"Has Polly come?" she asked, seeing only her father.	true	946.88	949.66	28.364502
5400_3587_000096_000001	"Yes," replied the old gentleman, shortly, "and she's brought a big bundle, Marian!"	"Yes," replied the old gentleman, shortly, "and she's brought a big bundle, Marian!"	true	949.73	954.07	26
5400_3587_000097_000000	"A big bundle?" she repeated wonderingly, and gazing at him.	"A big bundle?" she repeated wonderingly, and gazing at him.	true	954.23	957.79	21
5400_3587_000098_000000	"A very big bundle," he said, and taking hold of her shoulders he turned her around on--her husband.	"A very big bundle," he said, and taking hold of her shoulders he turned her around on-her husband.	true	957.95	964.27	19.798717
5400_3587_000099_000000	So Polly and Phronsie crept in unnoticed after all.	So Polly and Phronsie crept in unnoticed after all.	true	964.82	968.14	26.313892
5400_3587_000100_000000	"I wish Ben was here," said little Davie, capering around the Whitney group, "an' Jappy, I do!"	"I wish Ben was here," said little Davie, capering around the Whitney group, "an' Jappy, I do!"	true	968.18	973.69	27
5400_3587_000101_000000	"Where are they!" asked Polly.	"Where are they!" asked Polly.	true	973.91	975.55	27.403614
5400_3587_000102_000000	"Don't know," said Joel, tugging at his shoe-string.	"Don't know," said joel, tugging at his shoe string.	true	975.59	978.16	18.810919
5400_3587_000102_000001	"See--aren't these prime!"	"See-aren't these prime!"	true	978.2	980.07	28.376282
5400_3587_000102_000002	He held up a shining black shoe, fairly bristling with newness, for Polly to admire.	He held up a shining black shoe, fairly bristling with newness, for Polly to admire.	true	980.07	984.85	27
5400_3587_000103_000000	"Splendid," she cried heartily; "but where are the boys?"	"Splendid," she cried heartily; "but where are the boys?"	true	984.92	987.88	26.41706
5400_3587_000104_000000	"They went after you," said Davie, "after we came home with our shoes."	"They went after you," said Davie, "after we came home with our shoes."	true	987.95	991.57	22.367594
5400_3587_000105_000000	"No, they didn't," contradicted Joel, flatly; and sitting down on the floor he began to tie and untie his new possessions.	"No, they didn't," contradicted joel, flatly; and sitting down on the floor he began to tie and untie his new possessions.	true	991.67	997.69	21
5400_3587_000105_000001	"When we came home Ben drew us pictures--lots of 'em--don't you know?"	"When we came home Ben drew us pictures-lots of 'em--don't you know?"	false	997.79	1002.13	26.183882
5400_3587_000106_000000	"Oh, yes," said Davie, nodding his head, "so he did; that was when we all cried 'cause you weren't home, Polly."	"Oh, yes," said Davie, nodding his head, "so he did; that was when we all cried 'cause you weren't home, Polly."	true	1002.35	1008.76	22.083511
5400_3587_000107_000000	"He drawed me a be-yew-tiful one," cried Phronsie, holding up her mangy bit; "see, Polly, see!"	"He drawed me a be yew tiful one," cried Phronsie, holding up her mangy bit; "see, Polly, see!"	true	1009.1	1015.6	25.2178
5400_3587_000108_000000	"That's the little brown house," said Davie, looking over her shoulder as Phronsie put it carefully into Polly's hand.	"That's the little brown house," said Davie, looking over her shoulder as Phronsie put it carefully into Polly's hand.	true	1015.94	1021.18	20
5400_3587_000109_000000	"It's all washed out," said Polly, smoothing it out, "when you staid out in the rain."	"It's all washed out," said Polly, smoothing it out, "when you staid out in the rain."	true	1021.46	1025.44	23
5400_3587_000110_000000	Phronsie's face grew very grave at that.	Phronsie's face grew very grave at that.	true	1025.69	1028.11	23.530912
5400_3587_000111_000000	"Bad, naughty old rain," she said, and then she began to cry as hard as she could.	"Bad, naughty old rain," she said, and then she began to cry as hard as she could.	true	1028.27	1033.3	22.085806
5400_3587_000112_000000	"Oh dear, don't!" cried Polly in dismay, trying her best to stop her, "oh, Phronsie, do stop!" she implored, pointing into the next room whence the sound of happy voices issued, "they'll all hear you!"	"Oh dear, don't!" cried Polly in dismay, trying her best to stop her, "oh, Phronsie, do stop!" she implored, pointing into the next room whence the sound of happy voices issued, "they'll all hear you!"	false	1033.43	1044.58	22.230743
5400_3587_000113_000000	But Phronsie in her grief didn't care, but wailed on steadily.	But Phronsie in her grief didn't care, but wailed on steadily.	false	1044.86	1048.33	28.020836
5400_3587_000114_000000	"Who is it anyway?" cried Joel, tired of admiring his precious shoes, and getting up to hear them squeak, "that great big man, you know, Polly, that came in with you?"	"Who is it anyway?" cried joel, tired of admiring his precious shoes, and getting up to hear them squeak, "that great big man, you know, Polly, that came in with you?"	false	1048.97	1057.45	27
5400_3587_000115_000000	"Why, I thought I told you," said Polly, at her wit's end over Phronsie. "It's Percy and Van's father, Joey!"	"Why, I thought I told you," said Polly, at her wit's end over Phronsie. "It's Percy and Van's father, Joey!"	true	1057.49	1063.81	27.058264
5400_3587_000116_000000	"Whockey!" cried Joel, completely stunned, "really and truly, Polly Pepper?"	"Whockey!" cried joel, completely stunned, "really and truly, Polly Pepper?"	true	1064.42	1068.99	29.830872
5400_3587_000117_000000	"Really and truly," cried Polly, bundling Phronsie up in her arms to lay the little wet cheek against hers.	"Really and truly," cried Polly, bundling Phronsie up in her arms to lay the little wet cheek against hers.	true	1068.99	1074.49	18
5400_3587_000118_000000	"Then I'm going to peek," cried Joel, squeaking across the floor to carry his threat into execution.	"Then I'm going to peek," cried joel, squeaking across the floor to carry his threat into execution.	true	1074.77	1079.8	23
5400_3587_000119_000000	"Oh, you mustn't, Joe!" cried Polly, frightened lest he should.	"Oh, you mustn't, Joe!" cried Polly, frightened lest he should.	false	1079.84	1083.39	23.140455
5400_3587_000119_000001	"Come right back, or I'll tell mamsie!"	"Come right back, or I'll tell mamsie!"	true	1083.39	1085.47	27.826475
5400_3587_000120_000000	"They're all comin' in, anyway," cried little Davie, delightedly, and scuttling over to Polly's side.	"They're all comin' in, anyway," cried little Davie, delightedly, and scuttling over to Polly's side.	true	1085.69	1090.66	17
5400_3587_000121_000000	"And here are the little friends I've heard so much about!" cried Mr. Whitney coming in amongst them.	"And here are the little friends I've heard so much about!" cried mr Whitney coming in amongst them.	true	1090.85	1095.52	21
5400_3587_000121_000001	"Oh, you needn't introduce me to Polly--she brought me home!"	"Oh, you needn't introduce me to Polly-she brought me home!"	true	1095.62	1098.91	20.733828
5400_3587_000122_000000	"They're all Pepperses," said Percy, waving his hand, and doing the business up at one stroke.	"They're all Pepperses," said Percy, waving his hand, and doing the business up at one stroke.	true	1099.31	1104.69	22.13988
5400_3587_000123_000000	"Only the best of 'em isn't here," observed Van, rather ungallantly, "he draws perfectly elegant, papa!"	"Only the best of 'em isn't here," observed Van, rather ungallantly, "he draws perfectly elegant, papa!"	true	1104.69	1110.52	23.172674
5400_3587_000124_000000	"I like Polly best, I do!" cried little Dick, tumbling after.	"I like Polly best, I do!" cried little Dick, tumbling after.	false	1110.68	1114.47	27
5400_3587_000124_000001	"Peppers!" again repeated Mr. Whitney in a puzzled way.	"Peppers!" again repeated mr Whitney in a puzzled way.	true	1114.47	1117.69	24.80747
5400_3587_000125_000000	"And here is Mrs. Pepper," said old Mr. King, pompously drawing her forward, "the children's mother, and--"	"And here is mrs Pepper," said old mr King, pompously drawing her forward, "the children's mother, and-"	true	1117.97	1124.17	25.228226
5400_3587_000126_000000	But here Mrs. Pepper began to act in a very queer way, rubbing her eyes and twisting one corner of her black apron in a decidedly nervous manner that, as the old gentleman looked up, he saw with astonishment presently communicated itself to the gentleman opposite.	But here mrs Pepper began to act in a very queer way, rubbing her eyes and twisting one corner of her black apron in a decidedly nervous manner that, as the old gentleman looked up, he saw with astonishment presently communicated itself to the gentleman opposite.	false	1124.3	1138.81	24.38223
5400_3587_000127_000000	"Is it," said Mr. Whitney, putting out his hand and grasping the hard, toil-worn one in the folds of the apron, "is it cousin Mary?"	"Is it," said mr Whitney, putting out his hand and grasping the hard, toil worn one in the folds of the apron, "is it cousin Mary?"	false	1139.06	1147	22.51323
5400_3587_000128_000000	"And aren't you cousin John?" she asked, the tears in her bright black eyes.	"And aren't you cousin john?" she asked, the tears in her bright black eyes.	false	1147.49	1151.65	21.772564
5400_3587_000129_000000	"Of all things in this world!" cried the old gentleman, waving his head helplessly from one to the other.	"Of all things in this world!" cried the old gentleman, waving his head helplessly from one to the other.	true	1151.87	1156.76	16
5400_3587_000129_000001	"Will somebody have the extreme goodness to tell us what all this means?"	"Will somebody have the extreme goodness to tell us what all this means?"	false	1156.76	1160.41	21
5400_3587_000130_000000	At this the little Peppers crowded around their mother, and into all the vacant places they could find, to get near the fascinating scene.	At this the little Peppers crowded around their mother, and into all the vacant places they could find, to get near the fascinating scene.	false	1160.81	1167.91	23.636837
5400_3587_000131_000000	"Well," said Mr. Whitney, sitting down and drawing his wife to his side, "it's a long story.	"Well," said mr Whitney, sitting down and drawing his wife to his side, "it's a long story.	true	1168.25	1173.4	21.335274
5400_3587_000131_000001	You see, when I was a little youngster, and--"	You see, when I was a little youngster, and-"	true	1173.44	1176.16	22.252354
5400_3587_000132_000000	"You were John Whitney then," put in Mrs. Pepper, slyly.	"You were john Whitney then," put in mrs Pepper, slyly.	true	1176.5	1179.64	22.746077
5400_3587_000132_000001	"That's the reason I never knew when they were all talking of Mason Whitney."	"That's the reason I never knew when they were all talking of Mason Whitney."	false	1179.8	1183.6	19
5400_3587_000133_000000	"John Whitney I was," said Mr. Whitney, laughing, "or rather, Johnny and Jack.	"john Whitney I was," said mr Whitney, laughing, "or rather, Johnny and Jack.	true	1183.94	1188.66	19
5400_3587_000133_000001	But Grandmother Mason, when I grew older, wanted me called by my middle name to please grandfather.	But Grandmother Mason, when I grew older, wanted me called by my middle name to please grandfather.	false	1188.66	1193.86	21.005394
5400_3587_000133_000002	But to go back--when I was a little shaver, about as big as Percy here--"	But to go back-when I was a little shaver, about as big as Percy here-"	true	1193.96	1198.04	20.148104
5400_3587_000134_000000	"Oh, papa!" began Percy, deprecatingly.	"Oh, papa!" began Percy, deprecatingly.	true	1198.04	1200.52	29
5400_3587_000134_000001	To be called "a little shaver" before all the others!	To be called "a little shaver" before all the others!	true	1200.59	1203.13	20.16591
5400_3587_000135_000000	"He means, dearie," said his mamma, reassuringly, "when he was a boy like you.	"He means, dearie," said his mamma, reassuringly, "when he was a boy like you.	true	1203.32	1207.57	21.085205
5400_3587_000135_000001	Now hear what papa is going to say."	Now hear what papa is going to say."	true	1207.64	1210.18	31.905212
5400_3587_000136_000000	"Well, I was sent up into Vermont to stay at the old place.	"Well, I was sent up into Vermont to stay at the old place.	true	1210.31	1213.51	27.587107
5400_3587_000136_000001	There was a little girl there; a bright, black-eyed little girl.	There was a little girl there; a bright, black eyed little girl.	true	1213.7	1216.93	24.780714
5400_3587_000136_000002	She was my cousin, and her name was Mary Bartlett."	She was my cousin, and her name was Mary Bartlett."	false	1216.93	1219.93	21.035906
5400_3587_000137_000000	"Who's Mary Bartlett?" asked Joel, interrupting.	"Who's Mary Bartlett?" asked joel, interrupting.	true	1220.12	1222.87	29.918438
5400_3587_000138_000000	"There she is, sir," said Mr. Whitney, pointing to Mrs. Pepper, who was laughing and crying together.	"There she is, sir," said mr Whitney, pointing to mrs Pepper, who was laughing and crying together.	true	1222.97	1228.21	22.921906
5400_3587_000139_000000	"Where?" said Joel, utterly bewildered.	"Where?" said joel, utterly bewildered.	true	1228.4	1230.76	24.822111
5400_3587_000139_000001	"I don't see any Mary Bartlett. What does he mean, Polly?"	"I don't see any Mary Bartlett. What does he mean, Polly?"	true	1231.04	1234.33	26.668318
5400_3587_000140_000000	"I don't know," said Polly.	"I don't know," said Polly.	true	1234.55	1235.97	30
5400_3587_000140_000001	"Wait, Joey," she whispered, "he's going to tell us all about it."	"Wait, Joey," she whispered, "he's going to tell us all about it."	true	1235.97	1238.8	26
5400_3587_000141_000000	"Well, this little cousin and I went to the district school, and had many good times together.	"Well, this little cousin and I went to the district school, and had many good times together.	true	1239.17	1243.99	24.837461
5400_3587_000141_000001	And then my parents sent for me, and I went to Germany to school; and when I came back I lost sight of her.	And then my parents sent for me, and I went to Germany to school; and when I came back I lost sight of her.	true	1244.12	1249.63	24.715778
5400_3587_000141_000002	All I could find out was that she had married an Englishman by the name of Pepper."	All I could find out was that she had married an Englishman by the name of Pepper."	true	1249.64	1253.86	20.549528
5400_3587_000142_000000	"Oh!" cried all the children together.	"Oh!" cried all the children together.	true	1254.65	1257.07	31
5400_3587_000143_000000	"And I always supposed she had gone to England for despite all my exertions, I could find no trace of her.	"And I always supposed she had gone to England for despite all my exertions, I could find no trace of her.	false	1257.35	1262.55	22
5400_3587_000143_000001	Ah, Mary," he said reproachfully, "why didn't you let me know where you were?"	Ah, Mary," he said reproachfully, "why didn't you let me know where you were?"	false	1262.55	1267.18	19.791279
5400_3587_000144_000000	"I heard," said Mrs. Pepper, "that you'd grown awfully rich, and I couldn't."	"I heard," said mrs Pepper, "that you'd grown awfully rich, and I couldn't."	true	1267.19	1271.27	28.244572
5400_3587_000145_000000	"You always were a proud little thing," he said laughing.	"You always were a proud little thing," he said laughing.	true	1271.27	1273.9	24.488321
5400_3587_000145_000001	"Well, but," broke in Mr. King, unable to keep silence any longer, "I'd like to inquire, Mason, why you didn't find all this out before, in Marian's letters, when she mentioned Mrs. Pepper?"	"Well, but," broke in mr King, unable to keep silence any longer, "I'd like to inquire, Mason, why you didn't find all this out before, in Marian's letters, when she mentioned mrs Pepper?"	true	1274.24	1284.1	23.739735
5400_3587_000146_000000	"She didn't ever mention her," said Mr. Whitney, turning around to face his questioner, "not as Mrs. Pepper--never once by name.	"She didn't ever mention her," said mr Whitney, turning around to face his questioner, "not as mrs Pepper-never once by name.	true	1284.44	1291.68	21.174265
5400_3587_000146_000001	It was always either 'Polly's mother,' or 'Phronsie's mother.' Just like a woman," he added, with a mischievous glance at his wife, "not to be explicit."	It was always either 'Polly's mother,' or 'Phronsie's mother.' Just like a woman," he added, with a mischievous glance at his wife, "not to be explicit."	true	1291.68	1299.04	24
5400_3587_000147_000000	"And just like a man," she retorted, with a happy little laugh, "not to ask for explanations."	"And just like a man," she retorted, with a happy little laugh, "not to ask for explanations."	true	1299.23	1303.78	24.844933
5400_3587_000148_000000	"I hear Jappy," cried Polly, in a glad voice, "and Ben--oh, good!" as a sound of rushing footsteps was heard over the veranda steps, and down the long hall.	"I hear Jappy," cried Polly, in a glad voice, "and Ben-oh, good!" as a sound of rushing footsteps was heard over the veranda steps, and down the long hall.	false	1304.09	1313.26	20.884418
5400_3587_000149_000000	The door was thrown suddenly open, and Jasper plunged in, his face flushed with excitement, and after him Ben, looking a little as he did when Phronsie was lost, while Prince squeezed panting in between the two boys.	The door was thrown suddenly open, and Jasper plunged in, his face flushed with excitement, and after him Ben, looking a little as he did when Phronsie was lost, while Prince squeezed panting in between the two boys.	true	1313.9	1325.95	22.532236
5400_3587_000150_000000	"Has Polly got--" began Jasper.	"Has Polly got-" began Jasper.	true	1326.26	1328.59	37.881336
5400_3587_000151_000000	"Oh, yes, I'm here," cried Polly, springing up to them; "oh, Ben!"	"Oh, yes, I'm here," cried Polly, springing up to them; "oh, Ben!"	true	1328.63	1332.83	23.347536
5400_3587_000152_000000	"She has," cried Joel, disentangling himself from the group, "don't you see, Jappy?"	"She has," cried joel, disentangling himself from the group, "don't you see, Jappy?"	true	1332.83	1337.56	27.377768
5400_3587_000153_000000	"She's all home," echoed Phronsie, flying up.	"She's all home," echoed Phronsie, flying up.	true	1337.6	1340.13	28.165796
5400_3587_000153_000001	"Oh, Ben, do draw me another little house!"	"Oh, Ben, do draw me another little house!"	true	1340.13	1342.66	21.46793
5400_3587_000154_000000	"And see--see!" cried the little Whitneys, pointing with jubilant fingers to their papa, "see what she brought!"	"And see-see!" cried the little Whitneys, pointing with jubilant fingers to their papa, "see what she brought!"	true	1342.7	1348.48	27.40543
5400_3587_000155_000000	Jasper turned around at that--and then rushed forward.	Jasper turned around at that-and then rushed forward.	true	1348.79	1351.51	25.65723
5400_3587_000156_000000	"Oh, brother Mason!"	"Oh, brother Mason!"	true	1351.52	1353.6	22.060099
5400_3587_000157_000000	"Well, Jasper," said Mr. Whitney, a whole wealth of affection beaming on the boy, "how you have stretched up in six months!"	"Well, Jasper," said mr Whitney, a whole wealth of affection beaming on the boy, "how you have stretched up in six months!"	false	1353.6	1360.5	25.417452
5400_3587_000158_000000	"Haven't I?" said Jasper, laughing, and drawing himself up to his fullest height.	"Haven't I?" said Jasper, laughing, and drawing himself up to his fullest height.	false	1360.5	1364.38	24.983063
5400_3587_000159_000000	"He's a-standin' on tip-toe," said Joel critically, who was hovering near.	"He's a standin' on tip toe," said joel critically, who was hovering near.	true	1364.72	1368.45	23
5400_3587_000159_000001	"I most know he is!" and he bent down to examine the position of Jasper's heels.	"I most know he is!" and he bent down to examine the position of Jasper's heels.	false	1368.45	1373.47	23.61015
5400_3587_000160_000000	"Not a bit of it, Joe!" cried Jasper, with a merry laugh, and setting both feet with a convincing thud on the floor.	"Not a bit of it, Joe!" cried Jasper, with a merry laugh, and setting both feet with a convincing thud on the floor.	true	1373.75	1380.01	26.974295
5400_3587_000161_000000	"Well, anyway, I'll be just as big," cried Joel, "when I'm thirteen, so!"	"Well, anyway, I'll be just as big," cried joel, "when I'm thirteen, so!"	true	1380.2	1384.39	31.742048
5400_3587_000162_000000	Just then a loud and quick rap on the table made all the children skip, and stopped everybody's tongue.	Just then a loud and quick rap on the table made all the children skip, and stopped everybody's tongue.	true	1384.85	1390.26	25.838125
5400_3587_000162_000001	It came from Mr. King.	It came from mr King.	true	1390.26	1391.77	29.004585
5400_3587_000163_000000	"Phronsie," said he, "come here, child.	"Phronsie," said he, "come here, child.	false	1391.99	1394.41	23.63486
5400_3587_000163_000001	I can't do anything without you," and held out his hand.	I can't do anything without you," and held out his hand.	false	1394.45	1397.5	22.670933
5400_3587_000163_000002	Phronsie immediately left Ben, who was hanging over Polly as if he never meant to let her go out of his sight again, and went directly over to the old gentleman's side.	Phronsie immediately left Ben, who was hanging over Polly as if he never meant to let her go out of his sight again, and went directly over to the old gentleman's side.	false	1397.78	1407.22	25.589298
5400_3587_000164_000000	"Now, then!"	"Now, then!"	true	1407.38	1408.29	23.567835
5400_3587_000164_000001	He swung her upon his shoulder, where she perched like a little bird, gravely surveying the whole group.	He swung her upon his shoulder, where she perched like a little bird, gravely surveying the whole group.	false	1408.29	1413.67	21.501066
5400_3587_000164_000002	One little hand stole around the old gentleman's neck, and patted his cheek softly, which so pleased him that for a minute or two he stood perfectly still so that everybody might see it.	One little hand stole around the old gentleman's neck, and patted his cheek softly, which so pleased him that for a minute or two he stood perfectly still so that everybody might see it.	false	1413.68	1423.03	24
5400_3587_000165_000000	"Now, Phronsie, you must tell all these children so that they'll understand--say everything just as I tell you, mind!"	"Now, Phronsie, you must tell all these children so that they'll understand-say everything just as I tell you, mind!"	false	1423.25	1429.54	24.46261
5400_3587_000166_000000	"I will," said Phronsie, shaking her small head wisely, "every single thing."	"I will," said Phronsie, shaking her small head wisely, "every single thing."	true	1429.64	1433.77	23
5400_3587_000167_000000	"Well, then, now begin--"	"Well, then, now begin-"	true	1433.93	1435.99	21.127045
5400_3587_000168_000000	"Well, then, now begin," said Phronsie, looking down on the faces with an air as much like Mr. King's as was possible, and finishing up with two or three little nods.	"Well, then, now begin," said Phronsie, looking down on the faces with an air as much like mr King's as was possible, and finishing up with two or three little nods.	true	1435.99	1444.66	22
5400_3587_000169_000000	"Oh, no, dear, that isn't it," cried the old gentleman, "I'll tell you. Say, Phronsie, 'you are all cousins--every one.'"	"Oh, no, dear, that isn't it," cried the old gentleman, "I'll tell you. Say, Phronsie, 'you are all cousins-every one.'"	true	1444.66	1452.52	25.791813
5400_3587_000170_000000	"You are all cousins--every one," repeated little Phronsie, simply, shaking her yellow head into the very middle of the group.	"You are all cousins-every one," repeated little Phronsie, simply, shaking her yellow head into the very middle of the group.	false	1452.92	1459.63	18.439829
5400_3587_000171_000000	"Does she mean it, grandpapa?	"Does she mean it, grandpapa?	true	1459.63	1461.46	29.179428
5400_3587_000171_000001	Does she mean it?" cried Percy, in the greatest excitement.	Does she mean it?" cried Percy, in the greatest excitement.	true	1461.59	1464.85	25.368803
5400_3587_000172_000000	"As true as everything?" demanded Joel, crowding in between them.	"As true as everything?" demanded joel, crowding in between them.	true	1464.98	1468.54	20
5400_3587_000173_000000	"As true as--truth!" said the old gentleman solemnly, patting the child's little fat hand.	"As true as-truth!" said the old gentleman solemnly, patting the child's little fat hand.	true	1468.79	1474.12	19
5400_3587_000173_000001	"So make the most of it."	"So make the most of it."	true	1474.22	1475.58	29.78918
5400_3587_000174_000000	"Oh!" said Polly, with a long sigh.	"Oh!" said Polly, with a long sigh.	false	1475.58	1478.02	22.454954
5400_3587_000174_000001	And then Jasper and she took hold of hands and had a good spin!	And then Jasper and she took hold of hands and had a good spin!	true	1478.09	1481.68	23
5400_3587_000175_000000	Joel turned around with two big eyes on Percy.	joel turned around with two big eyes on Percy.	true	1481.87	1484.53	19.62793
5400_3587_000176_000000	"We're cousins!" he said.	"We're cousins!" he said.	true	1484.66	1486.28	22.89774
5400_3587_000177_000000	"I know it," said Percy, "and so's Van!"	"I know it," said Percy, "and so's Van!"	true	1486.28	1488.55	21.136015
5400_3587_000178_000000	"Yes," said Van, flying up, "and I'm cousin to Polly, too--that's best!"	"Yes," said Van, flying up, "and I'm cousin to Polly, too-that's best!"	true	1488.59	1493.34	26.720047
5400_3587_000179_000000	"Can't I be a Cousin?" cried little Dick, crowding up, with two red cheeks.	"Can't I be a Cousin?" cried little Dick, crowding up, with two red cheeks.	false	1493.34	1497.02	29.26529
5400_3587_000179_000001	"Isn't anybody going to be a cousin to me, too?"	"Isn't anybody going to be a cousin to me, too?"	true	1497.02	1499.8	19.87905
5400_3587_000180_000000	"Everybody but Jasper," said the old gentleman, laughing heartily at them.	"Everybody but Jasper," said the old gentleman, laughing heartily at them.	true	1500.14	1503.76	19
5400_3587_000180_000001	"You and I, my boy," he turned to his son, "are left out in the cold."	"You and I, my boy," he turned to his son, "are left out in the cold."	true	1503.8	1507.63	25.92529
5400_3587_000181_000000	At this a scream, loud and terrible to hear, struck upon them all, as Joel flung himself flat on the floor.	At this a scream, loud and terrible to hear, struck upon them all, as joel flung himself flat on the floor.	true	1508	1514.23	24
5400_3587_000182_000000	"Isn't Jappy--our--cousin?	"Isn't Jappy-our-cousin?	true	1514.57	1516.51	28.466795
