1265_135636_000000_000000	CHAPTER XLVII.	CHAPTER forty seven.	false	4.5	26.97	22.950172
1265_135636_000060_000000	'I wouldn't make too sure o' that, Sir,' urged Mr. Weller, shaking his head.	'I wouldn't make too sure o' that, Sir,' urged mr Weller, shaking his head.	false	926.33	930.25	21.470478
1265_135636_000060_000001	'If you know'd who was near, sir, I rayther think you'd change your note; as the hawk remarked to himself vith a cheerful laugh, ven he heerd the robin-redbreast a-singin' round the corner.'	'If you know'd who was near, sir, I rayther think you'd change your note; as the hawk remarked to himself vith a cheerful laugh, ven he heerd the robin redbreast a singin' round the corner.'	false	930.38	941.11	19.80047
1265_135636_000061_000000	'Who is it?' inquired Mr. Pickwick.	'Who is it?' inquired mr Pickwick.	true	941.42	944.05	32.169846
1265_135636_000062_000000	'Will you see her, Sir?' asked Mr. Weller, holding the door in his hand as if he had some curious live animal on the other side.	'Will you see her, Sir?' asked mr Weller, holding the door in his hand as if he had some curious live animal on the other side.	false	944.06	951.13	17
1265_135636_000063_000000	'I suppose I must,' said Mr. Pickwick, looking at Perker.	'I suppose I must,' said mr Pickwick, looking at Perker.	true	951.74	954.76	25.318535
1265_135636_000064_000000	'Well then, all in to begin!' cried Sam. 'Sound the gong, draw up the curtain, and enter the two conspiraytors.'	'Well then, all in to begin!' cried Sam. 'Sound the gong, draw up the curtain, and enter the two conspiraytors.'	false	955.16	961.99	19
1265_135636_000065_000000	As Sam Weller spoke, he threw the door open, and there rushed tumultuously into the room, Mr. Nathaniel Winkle, leading after him by the hand, the identical young lady who at Dingley Dell had worn the boots with the fur round the tops, and who, now a very pleasing compound of blushes and confusion, and lilac silk, and a smart bonnet, and a rich lace veil, looked prettier than ever.	As Sam Weller spoke, he threw the door open, and there rushed tumultuously into the room, mr Nathaniel Winkle, leading after him by the hand, the identical young lady who at Dingley Dell had worn the boots with the fur round the tops, and who, now a very pleasing compound of blushes and confusion, and lilac silk, and a smart bonnet, and a rich lace veil, looked prettier than ever.	true	962.6	985.75	23.418892
1265_135636_000066_000000	'Miss Arabella Allen!' exclaimed Mr. Pickwick, rising from his chair.	'Miss Arabella Allen!' exclaimed mr Pickwick, rising from his chair.	true	986.24	990.13	21
1265_135636_000067_000000	'No,' replied Mr. Winkle, dropping on his knees.	'No,' replied mr Winkle, dropping on his knees.	false	990.44	993.21	25
1265_135636_000067_000001	'Mrs.	'mrs	true	993.21	993.69	52
1265_135636_000067_000002	Winkle.	Winkle.	true	993.69	994.395	20
1265_135636_000067_000003	Pardon, my dear friend, pardon!'	Pardon, my dear friend, pardon!'	true	994.395	996.76	18.529974
1265_135636_000068_000000	Mr. Pickwick could scarcely believe the evidence of his senses, and perhaps would not have done so, but for the corroborative testimony afforded by the smiling countenance of Perker, and the bodily presence, in the background, of Sam and the pretty housemaid; who appeared to contemplate the proceedings with the liveliest satisfaction.	mr Pickwick could scarcely believe the evidence of his senses, and perhaps would not have done so, but for the corroborative testimony afforded by the smiling countenance of Perker, and the bodily presence, in the background, of Sam and the pretty housemaid; who appeared to contemplate the proceedings with the liveliest satisfaction.	false	997.25	1015.45	23.621794
1265_135636_000069_000000	'Oh, Mr. Pickwick!' said Arabella, in a low voice, as if alarmed at the silence.	'Oh, mr Pickwick!' said Arabella, in a low voice, as if alarmed at the silence.	false	1015.91	1020.16	21
1265_135636_000069_000001	'Can you forgive my imprudence?'	'Can you forgive my imprudence?'	true	1020.17	1022.08	25.223188
1265_135636_000070_000000	Mr. Pickwick returned no verbal response to this appeal; but he took off his spectacles in great haste, and seizing both the young lady's hands in his, kissed her a great number of times--perhaps a greater number than was absolutely necessary--and then, still retaining one of her hands, told Mr. Winkle he was an audacious young dog, and bade him get up.	mr Pickwick returned no verbal response to this appeal; but he took off his spectacles in great haste, and seizing both the young lady's hands in his, kissed her a great number of times-perhaps a greater number than was absolutely necessary-and then, still retaining one of her hands, told mr Winkle he was an audacious young dog, and bade him get up.	false	1022.45	1042.29	23.531227
1265_135636_000070_000001	This, Mr. Winkle, who had been for some seconds scratching his nose with the brim of his hat, in a penitent manner, did; whereupon Mr. Pickwick slapped him on the back several times, and then shook hands heartily with Perker, who, not to be behind-hand in the compliments of the occasion, saluted both the bride and the pretty housemaid with right good-will, and, having wrung Mr. Winkle's hand most cordially, wound up his demonstrations of joy by taking snuff enough to set any half-dozen men with ordinarily-constructed noses, a-sneezing for life.	This, mr Winkle, who had been for some seconds scratching his nose with the brim of his hat, in a penitent manner, did; whereupon mr Pickwick slapped him on the back several times, and then shook hands heartily with Perker, who, not to be behind hand in the compliments of the occasion, saluted both the bride and the pretty housemaid with right good will, and, having wrung mr Winkle's hand most cordially, wound up his demonstrations of joy by taking snuff enough to set any half dozen men with ordinarily constructed noses, a sneezing for life.	false	1042.29	1075.09	23.54218
1265_135636_000070_000002	'Why, my dear girl,' said Mr. Pickwick, 'how has all this come about?	'Why, my dear girl,' said mr Pickwick, 'how has all this come about?	true	1075.64	1079.33	21.926407
1265_135636_000070_000003	Come!	Come!	true	1079.33	1079.73	28
1265_135636_000070_000004	Sit down, and let me hear it all.	Sit down, and let me hear it all.	true	1079.73	1081.57	21.5247
1265_135636_000070_000005	How well she looks, doesn't she, Perker?' added Mr. Pickwick, surveying Arabella's face with a look of as much pride and exultation, as if she had been his daughter.	How well she looks, doesn't she, Perker?' added mr Pickwick, surveying Arabella's face with a look of as much pride and exultation, as if she had been his daughter.	true	1081.67	1091.68	22.150526
1265_135636_000071_000000	'Delightful, my dear Sir,' replied the little man.	'Delightful, my dear Sir,' replied the little man.	true	1091.78	1094.41	23.843235
1265_135636_000071_000001	'If I were not a married man myself, I should be disposed to envy you, you dog.' Thus expressing himself, the little lawyer gave Mr. Winkle a poke in the chest, which that gentleman reciprocated; after which they both laughed very loudly, but not so loudly as Mr. Samuel Weller, who had just relieved his feelings by kissing the pretty housemaid under cover of the cupboard door.	'If I were not a married man myself, I should be disposed to envy you, you dog.' Thus expressing himself, the little lawyer gave mr Winkle a poke in the chest, which that gentleman reciprocated; after which they both laughed very loudly, but not so loudly as mr Samuel Weller, who had just relieved his feelings by kissing the pretty housemaid under cover of the cupboard door.	false	1094.51	1115.8	22.657812
1265_135636_000072_000000	'I can never be grateful enough to you, Sam, I am sure,' said Arabella, with the sweetest smile imaginable.	'I can never be grateful enough to you, Sam, I am sure,' said Arabella, with the sweetest smile imaginable.	true	1116.38	1122.1	15
1265_135636_000072_000001	'I shall not forget your exertions in the garden at Clifton.'	'I shall not forget your exertions in the garden at Clifton.'	true	1122.17	1125.37	23.002365
1265_135636_000073_000000	'Don't say nothin' wotever about it, ma'am,' replied Sam. 'I only assisted natur, ma'am; as the doctor said to the boy's mother, after he'd bled him to death.'	'Don't say nothin' wotever about it, ma'am,' replied Sam. 'I only assisted natur, ma'am; as the doctor said to the boy's mother, after he'd bled him to death.'	false	1126.13	1135.72	24.085566
1265_135636_000074_000000	'Mary, my dear, sit down,' said Mr. Pickwick, cutting short these compliments.	'Mary, my dear, sit down,' said mr Pickwick, cutting short these compliments.	true	1136.27	1140.22	22
1265_135636_000074_000001	'Now then; how long have you been married, eh?'	'Now then; how long have you been married, eh?'	true	1140.22	1142.68	15
1265_135636_000075_000000	Arabella looked bashfully at her lord and master, who replied, 'Only three days.'	Arabella looked bashfully at her lord and master, who replied, 'Only three days.'	true	1143.35	1148.14	23
1265_135636_000076_000000	'Only three days, eh?' said Mr. Pickwick. 'Why, what have you been doing these three months?'	'Only three days, eh?' said mr Pickwick. 'Why, what have you been doing these three months?'	true	1148.75	1153.9	22.3809
1265_135636_000077_000000	'Ah, to be sure!' interposed Perker; 'come, account for this idleness. You see Mr. Pickwick's only astonishment is, that it wasn't all over, months ago.'	'Ah, to be sure!' interposed Perker; 'come, account for this idleness. You see mr Pickwick's only astonishment is, that it wasn't all over, months ago.'	true	1154.42	1163.37	23.64612
1265_135636_000078_000000	'Why the fact is,' replied Mr. Winkle, looking at his blushing young wife, 'that I could not persuade Bella to run away, for a long time.	'Why the fact is,' replied mr Winkle, looking at his blushing young wife, 'that I could not persuade Bella to run away, for a long time.	false	1163.37	1170.9	21
1265_135636_000078_000001	And when I had persuaded her, it was a long time more before we could find an opportunity.	And when I had persuaded her, it was a long time more before we could find an opportunity.	true	1170.9	1176.55	25.174833
1265_135636_000078_000002	Mary had to give a month's warning, too, before she could leave her place next door, and we couldn't possibly have done it without her assistance.' 'Upon my word,' exclaimed Mr. Pickwick, who by this time had resumed his spectacles, and was looking from Arabella to Winkle, and from Winkle to Arabella, with as much delight depicted in his countenance as warmheartedness and kindly feeling can communicate to the human face--'upon my word! you seem to have been very systematic in your proceedings.	Mary had to give a month's warning, too, before she could leave her place next door, and we couldn't possibly have done it without her assistance.' 'Upon my word,' exclaimed mr Pickwick, who by this time had resumed his spectacles, and was looking from Arabella to Winkle, and from Winkle to Arabella, with as much delight depicted in his countenance as warmheartedness and kindly feeling can communicate to the human face-'upon my word! you seem to have been very systematic in your proceedings.	true	1176.98	1204.51	22.800266
1265_135636_000078_000003	And is your brother acquainted with all this, my dear?'	And is your brother acquainted with all this, my dear?'	true	1204.61	1207.15	22.17591
1265_135636_000079_000000	'Oh, no, no,' replied Arabella, changing colour.	'Oh, no, no,' replied Arabella, changing colour.	true	1207.55	1210.57	25.477654
1265_135636_000079_000001	'Dear Mr. Pickwick, he must only know it from you--from your lips alone.	'Dear mr Pickwick, he must only know it from you-from your lips alone.	true	1210.67	1214.59	24.93946
1265_135636_000079_000002	He is so violent, so prejudiced, and has been so--so anxious in behalf of his friend, Mr. Sawyer,' added Arabella, looking down, 'that I fear the consequences dreadfully.'	He is so violent, so prejudiced, and has been so-so anxious in behalf of his friend, mr Sawyer,' added Arabella, looking down, 'that I fear the consequences dreadfully.'	true	1214.69	1225.69	22.42651
1265_135636_000080_000000	'Ah, to be sure,' said Perker gravely.	'Ah, to be sure,' said Perker gravely.	true	1225.73	1228.07	23.77433
1265_135636_000080_000001	'You must take this matter in hand for them, my dear sir.	'You must take this matter in hand for them, my dear sir.	true	1228.07	1231.21	23.894442
1265_135636_000080_000002	These young men will respect you, when they would listen to nobody else.	These young men will respect you, when they would listen to nobody else.	true	1231.52	1235.41	17
1265_135636_000080_000003	You must prevent mischief, my dear Sir.	You must prevent mischief, my dear Sir.	true	1235.41	1237.63	25.288746
1265_135636_000080_000004	Hot blood, hot blood.' And the little man took a warning pinch, and shook his head doubtfully.	Hot blood, hot blood.' And the little man took a warning pinch, and shook his head doubtfully.	true	1237.7	1243.9	23.503866
1265_135636_000081_000000	'You forget, my love,' said Mr. Pickwick gently, 'you forget that I am a prisoner.'	'You forget, my love,' said mr Pickwick gently, 'you forget that I am a prisoner.'	true	1244.03	1248.85	23.609772
1265_135636_000082_000000	'No, indeed I do not, my dear Sir,' replied Arabella. 'I never have forgotten it.	'No, indeed I do not, my dear Sir,' replied Arabella. 'I never have forgotten it.	true	1249.04	1253.83	20.238731
1265_135636_000082_000001	I have never ceased to think how great your sufferings must have been in this shocking place.	I have never ceased to think how great your sufferings must have been in this shocking place.	true	1253.99	1258.07	22
1265_135636_000082_000002	But I hoped that what no consideration for yourself would induce you to do, a regard to our happiness might.	But I hoped that what no consideration for yourself would induce you to do, a regard to our happiness might.	false	1258.07	1263.94	24.29972
1265_135636_000082_000003	If my brother hears of this, first, from you, I feel certain we shall be reconciled.	If my brother hears of this, first, from you, I feel certain we shall be reconciled.	true	1264.1	1268.95	20.795809
1265_135636_000082_000004	He is my only relation in the world, Mr. Pickwick, and unless you plead for me, I fear I have lost even him.	He is my only relation in the world, mr Pickwick, and unless you plead for me, I fear I have lost even him.	true	1268.99	1275.22	22.957222
1265_135636_000082_000005	I have done wrong, very, very wrong, I know.'Here poor Arabella hid her face in her handkerchief, and wept bitterly.	I have done wrong, very, very wrong, I know.'Here poor Arabella hid her face in her handkerchief, and wept bitterly.	true	1275.47	1282.87	22.324556
1265_135636_000083_000000	Mr. Pickwick's nature was a good deal worked upon, by these same tears; but when Mrs. Winkle, drying her eyes, took to coaxing and entreating in the sweetest tones of a very sweet voice, he became particularly restless, and evidently undecided how to act, as was evinced by sundry nervous rubbings of his spectacle-glasses, nose, tights, head, and gaiters.	mr Pickwick's nature was a good deal worked upon, by these same tears; but when mrs Winkle, drying her eyes, took to coaxing and entreating in the sweetest tones of a very sweet voice, he became particularly restless, and evidently undecided how to act, as was evinced by sundry nervous rubbings of his spectacle glasses, nose, tights, head, and gaiters.	true	1283.45	1306.09	23.12286
1265_135636_000084_000000	Taking advantage of these symptoms of indecision, Mr. Perker (to whom, it appeared, the young couple had driven straight that morning) urged with legal point and shrewdness that Mr. Winkle, senior, was still unacquainted with the important rise in life's flight of steps which his son had taken; that the future expectations of the said son depended entirely upon the said Winkle, senior, continuing to regard him with undiminished feelings of affection and attachment, which it was very unlikely he would, if this great event were long kept a secret from him; that Mr. Pickwick, repairing to Bristol to seek Mr. Allen, might, with equal reason, repair to Birmingham to seek Mr. Winkle, senior; lastly, that Mr. Winkle, senior, had good right and title to consider Mr. Pickwick as in some degree the guardian and adviser of his son, and that it consequently behoved that gentleman, and was indeed due to his personal character, to acquaint the aforesaid Winkle, senior, personally, and by word of mouth, with the whole circumstances of the case, and with the share he had taken in the transaction.	Taking advantage of these symptoms of indecision, mr Perker (to whom, it appeared, the young couple had driven straight that morning) urged with legal point and shrewdness that mr Winkle, senior, was still unacquainted with the important rise in life's flight of steps which his son had taken; that the future expectations of the said son depended entirely upon the said Winkle, senior, continuing to regard him with undiminished feelings of affection and attachment, which it was very unlikely he would, if this great event were long kept a secret from him; that mr Pickwick, repairing to Bristol to seek mr Allen, might, with equal reason, repair to Birmingham to seek mr Winkle, senior; lastly, that mr Winkle, senior, had good right and title to consider mr Pickwick as in some degree the guardian and adviser of his son, and that it consequently behoved that gentleman, and was indeed due to his personal character, to acquaint the aforesaid Winkle, senior, personally, and by word of mouth, with the whole circumstances of the case, and with the share he had taken in the transaction.	false	1306.31	1370.11	23.619497
1265_135636_000085_000000	Mr. Tupman and Mr. Snodgrass arrived, most opportunely, in this stage of the pleadings, and as it was necessary to explain to them all that had occurred, together with the various reasons pro and con, the whole of the arguments were gone over again, after which everybody urged every argument in his own way, and at his own length.	mr Tupman and mr Snodgrass arrived, most opportunely, in this stage of the pleadings, and as it was necessary to explain to them all that had occurred, together with the various reasons pro and con, the whole of the arguments were gone over again, after which everybody urged every argument in his own way, and at his own length.	true	1370.66	1390.82	22.018803
1265_135636_000085_000001	And, at last, Mr. Pickwick, fairly argued and remonstrated out of all his resolutions, and being in imminent danger of being argued and remonstrated out of his wits, caught Arabella in his arms, and declaring that she was a very amiable creature, and that he didn't know how it was, but he had always been very fond of her from the first, said he could never find it in his heart to stand in the way of young people's happiness, and they might do with him as they pleased.	And, at last, mr Pickwick, fairly argued and remonstrated out of all his resolutions, and being in imminent danger of being argued and remonstrated out of his wits, caught Arabella in his arms, and declaring that she was a very amiable creature, and that he didn't know how it was, but he had always been very fond of her from the first, said he could never find it in his heart to stand in the way of young people's happiness, and they might do with him as they pleased.	true	1390.82	1416.76	20.438246
1265_135636_000086_000000	Mr. Weller's first act, on hearing this concession, was to despatch Job Trotter to the illustrious Mr. Pell, with an authority to deliver to the bearer the formal discharge which his prudent parent had had the foresight to leave in the hands of that learned gentleman, in case it should be, at any time, required on an emergency; his next proceeding was, to invest his whole stock of ready-money in the purchase of five-and-twenty gallons of mild porter, which he himself dispensed on the racket-ground to everybody who would partake of it; this done, he hurra'd in divers parts of the building until he lost his voice, and then quietly relapsed into his usual collected and philosophical condition.	mr Weller's first act, on hearing this concession, was to despatch Job Trotter to the illustrious mr Pell, with an authority to deliver to the bearer the formal discharge which his prudent parent had had the foresight to leave in the hands of that learned gentleman, in case it should be, at any time, required on an emergency; his next proceeding was, to invest his whole stock of ready money in the purchase of five and twenty gallons of mild porter, which he himself dispensed on the racket ground to everybody who would partake of it; this done, he hurra'd in divers parts of the building until he lost his voice, and then quietly relapsed into his usual collected and philosophical condition.	false	1417.1	1458.46	23.72702
1265_135636_000087_000000	At three o'clock that afternoon, Mr. Pickwick took a last look at his little room, and made his way, as well as he could, through the throng of debtors who pressed eagerly forward to shake him by the hand, until he reached the lodge steps.	At three o'clock that afternoon, mr Pickwick took a last look at his little room, and made his way, as well as he could, through the throng of debtors who pressed eagerly forward to shake him by the hand, until he reached the lodge steps.	true	1458.59	1471.33	25.515583
1265_135636_000087_000001	He turned here, to look about him, and his eye lightened as he did so.	He turned here, to look about him, and his eye lightened as he did so.	true	1471.58	1475.29	20.33824
1265_135636_000087_000002	In all the crowd of wan, emaciated faces, he saw not one which was not happier for his sympathy and charity.	In all the crowd of wan, emaciated faces, he saw not one which was not happier for his sympathy and charity.	true	1475.48	1483.33	20.637583
1265_135636_000088_000000	'Perker,' said Mr. Pickwick, beckoning one young man towards him, 'this is Mr. Jingle, whom I spoke to you about.'	'Perker,' said mr Pickwick, beckoning one young man towards him, 'this is mr Jingle, whom I spoke to you about.'	false	1483.46	1490.14	25.829542
1265_135636_000089_000000	'Very good, my dear Sir,' replied Perker, looking hard at Jingle. 'You will see me again, young man, to-morrow.	'Very good, my dear Sir,' replied Perker, looking hard at Jingle. 'You will see me again, young man, to morrow.	true	1490.3	1496.62	21.37144
1265_135636_000089_000001	I hope you may live to remember and feel deeply, what I shall have to communicate, Sir.'	I hope you may live to remember and feel deeply, what I shall have to communicate, Sir.'	true	1496.66	1501.45	23.437305
1265_135636_000090_000000	Jingle bowed respectfully, trembled very much as he took Mr. Pickwick's proffered hand, and withdrew.	Jingle bowed respectfully, trembled very much as he took mr Pickwick's proffered hand, and withdrew.	true	1502.03	1508.41	23.805452
1265_135636_000091_000000	'Job you know, I think?' said Mr. Pickwick, presenting that gentleman.	'Job you know, I think?' said mr Pickwick, presenting that gentleman.	true	1508.57	1512.1	23.969683
1265_135636_000092_000000	'I know the rascal,' replied Perker good-humouredly.	'I know the rascal,' replied Perker good humouredly.	true	1512.5	1515.4	22.69302
1265_135636_000092_000001	'See after your friend, and be in the way to-morrow at one.	'See after your friend, and be in the way to morrow at one.	true	1515.59	1519.24	22
1265_135636_000092_000002	Do you hear?	Do you hear?	true	1519.24	1520.17	32.412113
1265_135636_000092_000003	Now, is there anything more?'	Now, is there anything more?'	true	1520.39	1522.41	23.247437
1265_135636_000093_000000	'Nothing,' rejoined Mr. Pickwick.	'Nothing,' rejoined mr Pickwick.	false	1522.41	1522.86	-20
1265_135636_000093_000001	'You have delivered the little parcel I gave you for your old landlord, Sam?'	'You have delivered the little parcel I gave you for your old landlord, Sam?'	true	1522.86	1527.1	23.026148
1265_135636_000094_000000	'I have, Sir,' replied Sam.	'I have, Sir,' replied Sam.	true	1527.17	1529.05	22.273531
1265_135636_000094_000001	'He bust out a-cryin', Sir, and said you wos wery gen'rous and thoughtful, and he only wished you could have him innockilated for a gallopin' consumption, for his old friend as had lived here so long wos dead, and he'd noweres to look for another.' 'Poor fellow, poor fellow!' said Mr. Pickwick. 'God bless you, my friends!'	'He bust out a cryin', Sir, and said you wos wery gen'rous and thoughtful, and he only wished you could have him innockilated for a gallopin' consumption, for his old friend as had lived here so long wos dead, and he'd noweres to look for another.' 'Poor fellow, poor fellow!' said mr Pickwick. 'God bless you, my friends!'	false	1529.18	1548.46	22.557241
1265_135636_000095_000000	As Mr. Pickwick uttered this adieu, the crowd raised a loud shout.	As mr Pickwick uttered this adieu, the crowd raised a loud shout.	true	1548.65	1552.99	21.911266
1265_135636_000095_000001	Many among them were pressing forward to shake him by the hand again, when he drew his arm through Perker's, and hurried from the prison, far more sad and melancholy, for the moment, than when he had first entered it.	Many among them were pressing forward to shake him by the hand again, when he drew his arm through Perker's, and hurried from the prison, far more sad and melancholy, for the moment, than when he had first entered it.	true	1552.99	1564.57	23.366718
1265_135636_000095_000002	Alas! how many sad and unhappy beings had he left behind!	Alas! how many sad and unhappy beings had he left behind!	false	1564.82	1569.04	20.290087
1265_135636_000096_000000	A happy evening was that for at least one party in the George and Vulture; and light and cheerful were two of the hearts that emerged from its hospitable door next morning.	A happy evening was that for at least one party in the George and Vulture; and light and cheerful were two of the hearts that emerged from its hospitable door next morning.	false	1569.5	1578.16	20
1265_135636_000096_000001	The owners thereof were Mr. Pickwick and Sam Weller, the former of whom was speedily deposited inside a comfortable post-coach, with a little dickey behind, in which the latter mounted with great agility.	The owners thereof were mr Pickwick and Sam Weller, the former of whom was speedily deposited inside a comfortable post coach, with a little dickey behind, in which the latter mounted with great agility.	false	1578.44	1590.16	23.522291
1265_135636_000097_000000	'Sir,' called out Mr. Weller to his master.	'Sir,' called out mr Weller to his master.	true	1590.71	1593.37	27
1265_135636_000098_000000	'Well, Sam,' replied Mr. Pickwick, thrusting his head out of the window.	'Well, Sam,' replied mr Pickwick, thrusting his head out of the window.	false	1593.62	1618.08	22.520424
