1731_142320_000000_000000	CHAPTER XLVI	CHAPTER forty six	true	1.23	2.46	18
1731_142320_000054_000001	I am curious to see something of the teaching she is to receive.'	I am curious to see something of the teaching she is to receive.'	true	1016.51	1020.16	20
1731_142320_000055_000000	They did not speak much more, but thridded their way through many a bosky dell, whose soft green influence could not charm away the shock and the pain in Margaret's heart, caused by the recital of such cruelty; a recital too, the manner of which betrayed such utter want of imagination, and therefore of any sympathy with the suffering animal.	They did not speak much more, but thridded their way through many a bosky dell, whose soft green influence could not charm away the shock and the pain in Margaret's heart, caused by the recital of such cruelty; a recital too, the manner of which betrayed such utter want of imagination, and therefore of any sympathy with the suffering animal.	true	1020.77	1042.15	23.081648
1731_142320_000056_000000	The buzz of voices, like the murmur of a hive of busy human bees, made itself heard as soon as they emerged from the forest on the more open village-green on which the school was situated.	The buzz of voices, like the murmur of a hive of busy human bees, made itself heard as soon as they emerged from the forest on the more open village green on which the school was situated.	true	1043.66	1055.41	22
1731_142320_000056_000001	The door was wide open, and they entered.	The door was wide open, and they entered.	true	1055.63	1058.32	22.908585
1731_142320_000056_000002	A brisk lady in black, here, there, and everywhere, perceived them, and bade them welcome with somewhat of the hostess-air which, Margaret remembered, her mother was wont to assume, only in a more soft and languid manner, when any rare visitors strayed in to inspect the school.	A brisk lady in black, here, there, and everywhere, perceived them, and bade them welcome with somewhat of the hostess air which, Margaret remembered, her mother was wont to assume, only in a more soft and languid manner, when any rare visitors strayed in to inspect the school.	false	1058.36	1077.07	20.01445
1731_142320_000056_000003	She knew at once it was the present Vicar's wife, her mother's successor; and she would have drawn back from the interview had it been possible; but in an instant she had conquered this feeling, and modestly advanced, meeting many a bright glance of recognition, and hearing many a half-suppressed murmur of 'It's Miss Hale.' The Vicar's lady heard the name, and her manner at once became more kindly.	She knew at once it was the present Vicar's wife, her mother's successor; and she would have drawn back from the interview had it been possible; but in an instant she had conquered this feeling, and modestly advanced, meeting many a bright glance of recognition, and hearing many a half suppressed murmur of 'It's Miss Hale.' The Vicar's lady heard the name, and her manner at once became more kindly.	true	1077.08	1100.08	22.09168
1731_142320_000056_000004	Margaret wished she could have helped feeling that it also became more patronising.	Margaret wished she could have helped feeling that it also became more patronising.	true	1100.51	1104.97	20.430935
1731_142320_000056_000005	The lady held out a hand to Mr. Bell, with--	The lady held out a hand to mr Bell, with-	true	1105.16	1108.03	19
1731_142320_000057_000000	'Your father, I presume, Miss Hale.	'Your father, I presume, Miss Hale.	true	1108.19	1110.33	17
1731_142320_000057_000001	I see it by the likeness.	I see it by the likeness.	true	1110.33	1111.96	21
1731_142320_000057_000002	I am sure I am very glad to see you, sir, and so will the Vicar be.'	I am sure I am very glad to see you, sir, and so will the Vicar be.'	true	1111.96	1115.71	15
1731_142320_000058_000000	Margaret explained that it was not her father, and stammered out the fact of his death; wondering all the time how Mr. Hale could have borne coming to revisit Helstone, if it had been as the Vicar's lady supposed. She did not hear what Mrs. Hepworth was saying, and left it to Mr. Bell to reply, looking round, meanwhile, for her old acquaintances.	Margaret explained that it was not her father, and stammered out the fact of his death; wondering all the time how mr Hale could have borne coming to revisit Helstone, if it had been as the Vicar's lady supposed. She did not hear what mrs Hepworth was saying, and left it to mr Bell to reply, looking round, meanwhile, for her old acquaintances.	true	1116.47	1137.67	21
1731_142320_000059_000000	'Ah!	'Ah!	true	1137.95	1138.63	21.52659
1731_142320_000059_000001	I see you would like to take a class, Miss Hale.	I see you would like to take a class, Miss Hale.	false	1138.63	1140.91	13
1731_142320_000059_000002	I know it by myself.	I know it by myself.	true	1140.91	1142.61	20.580402
1731_142320_000059_000003	First class stand up for a parsing lesson with Miss Hale.'	First class stand up for a parsing lesson with Miss Hale.'	true	1142.61	1145.77	27.642147
1731_142320_000060_000000	Poor Margaret, whose visit was sentimental, not in any degree inspective, felt herself taken in; but as in some way bringing her in contact with little eager faces, once well-known, and who had received the solemn rite of baptism from her father, she sate down, half losing herself in tracing out the changing features of the girls, and holding Susan's hand for a minute or two, unobserved by all, while the first class sought for their books, and the Vicar's lady went as near as a lady could towards holding Mr. Bell by the button, while she explained the Phonetic system to him, and gave him a conversation she had had with the Inspector about it.	Poor Margaret, whose visit was sentimental, not in any degree inspective, felt herself taken in; but as in some way bringing her in contact with little eager faces, once well-known, and who had received the solemn rite of baptism from her father, she sate down, half losing herself in tracing out the changing features of the girls, and holding Susan's hand for a minute or two, unobserved by all, while the first class sought for their books, and the Vicar's lady went as near as a lady could towards holding mr Bell by the button, while she explained the Phonetic system to him, and gave him a conversation she had had with the Inspector about it.	true	1146.11	1186.39	19.528404
1731_142320_000061_000000	Margaret bent over her book, and seeing nothing but that--hearing the buzz of children's voices, old times rose up, and she thought of them, and her eyes filled with tears, till all at once there was a pause--one of the girls was stumbling over the apparently simple word 'a,' uncertain what to call it.	Margaret bent over her book, and seeing nothing but that-hearing the buzz of children's voices, old times rose up, and she thought of them, and her eyes filled with tears, till all at once there was a pause-one of the girls was stumbling over the apparently simple word 'a,' uncertain what to call it.	false	1187.09	1206.28	23.76635
1731_142320_000062_000000	'A, an indefinite article,' said Margaret, mildly.	'A, an indefinite article,' said Margaret, mildly.	true	1206.92	1210.21	24.691385
1731_142320_000063_000000	'I beg your pardon,' said the Vicar's wife, all eyes and ears; 'but we are taught by Mr. Milsome to call "a" an--who can remember?'	'I beg your pardon,' said the Vicar's wife, all eyes and ears; 'but we are taught by mr Milsome to call "a" an-who can remember?'	false	1210.55	1219.63	20.170464
1731_142320_000064_000000	'An adjective absolute,' said half-a-dozen voices at once.	'An adjective absolute,' said half a dozen voices at once.	true	1220.15	1223.59	22
1731_142320_000064_000001	And Margaret sate abashed.	And Margaret sate abashed.	true	1223.81	1225.56	27.744614
1731_142320_000064_000002	The children knew more than she did.	The children knew more than she did.	true	1225.56	1227.39	16.589638
1731_142320_000064_000003	Mr. Bell turned away, and smiled.	mr Bell turned away, and smiled.	true	1227.39	1230.07	19.141535
1731_142320_000065_000000	Margaret spoke no more during the lesson.	Margaret spoke no more during the lesson.	true	1231.31	1233.75	21.318491
1731_142320_000065_000001	But after it was over, she went quietly round to one or two old favourites, and talked to them a little.	But after it was over, she went quietly round to one or two old favourites, and talked to them a little.	true	1233.75	1239.88	21
1731_142320_000065_000002	They were growing out of children into great girls; passing out of her recollection in their rapid development, as she, by her three years' absence, was vanishing from theirs.	They were growing out of children into great girls; passing out of her recollection in their rapid development, as she, by her three years' absence, was vanishing from theirs.	true	1240.01	1250.53	19
1731_142320_000065_000003	Still she was glad to have seen them all again, though a tinge of sadness mixed itself with her pleasure.	Still she was glad to have seen them all again, though a tinge of sadness mixed itself with her pleasure.	true	1250.81	1257.1	21.12935
1731_142320_000065_000004	When school was over for the day, it was yet early in the summer afternoon; and Mrs. Hepworth proposed to Margaret that she and Mr. Bell should accompany her to the parsonage, and see the--the word 'improvements' had half slipped out of her mouth, but she substituted the more cautious term 'alterations' which the present Vicar was making. Margaret did not care a straw about seeing the alterations, which jarred upon her fond recollection of what her home had been; but she longed to see the old place once more, even though she shivered away from the pain which she knew she should feel.	When school was over for the day, it was yet early in the summer afternoon; and mrs Hepworth proposed to Margaret that she and mr Bell should accompany her to the parsonage, and see the-the word 'improvements' had half slipped out of her mouth, but she substituted the more cautious term 'alterations' which the present Vicar was making. Margaret did not care a straw about seeing the alterations, which jarred upon her fond recollection of what her home had been; but she longed to see the old place once more, even though she shivered away from the pain which she knew she should feel.	true	1257.32	1291.54	22.375696
1731_142320_000066_000000	The parsonage was so altered, both inside and out, that the real pain was less than she had anticipated.	The parsonage was so altered, both inside and out, that the real pain was less than she had anticipated.	true	1292.06	1298.04	21.68094
1731_142320_000066_000001	It was not like the same place.	It was not like the same place.	true	1298.04	1300.06	19
1731_142320_000066_000002	The garden, the grass-plat, formerly so daintily trim that even a stray rose-leaf seemed like a fleck on its exquisite arrangement and propriety, was strewed with children's things; a bag of marbles here, a hoop there; a straw-hat forced down upon a rose-tree as on a peg, to the destruction of a long beautiful tender branch laden with flowers, which in former days would have been trained up tenderly, as if beloved.	The garden, the grass plat, formerly so daintily trim that even a stray rose leaf seemed like a fleck on its exquisite arrangement and propriety, was strewed with children's things; a bag of marbles here, a hoop there; a straw hat forced down upon a rose tree as on a peg, to the destruction of a long beautiful tender branch laden with flowers, which in former days would have been trained up tenderly, as if beloved.	false	1300.31	1327.33	22.117128
1731_142320_000066_000003	The little square matted hall was equally filled with signs of merry healthy rough childhood.	The little square matted hall was equally filled with signs of merry healthy rough childhood.	true	1327.4	1333.12	18
1731_142320_000067_000000	'Ah!' said Mrs. Hepworth, 'you must excuse this untidiness, Miss Hale. When the nursery is finished, I shall insist upon a little order.	'Ah!' said mrs Hepworth, 'you must excuse this untidiness, Miss Hale. When the nursery is finished, I shall insist upon a little order.	true	1333.34	1341.19	21.410522
1731_142320_000067_000001	We are building a nursery out of your room, I believe.	We are building a nursery out of your room, I believe.	true	1341.32	1344.02	19
1731_142320_000067_000002	How did you manage, Miss Hale, without a nursery?'	How did you manage, Miss Hale, without a nursery?'	true	1344.02	1347.07	21.88066
1731_142320_000068_000000	'We were but two,' said Margaret.	'We were but two,' said Margaret.	true	1347.56	1349.33	21.91218
1731_142320_000068_000001	'You have many children, I presume?'	'You have many children, I presume?'	true	1349.33	1351.18	18
1731_142320_000069_000000	'Seven.	'Seven.	true	1352.21	1352.95	23.26054
1731_142320_000069_000001	Look here! we are throwing out a window to the road on this side.	Look here! we are throwing out a window to the road on this side.	true	1352.95	1356.88	19.785603
1731_142320_000069_000002	Mr. Hepworth is spending an immense deal of money on this house; but really it was scarcely habitable when we came--for so large a family as ours I mean, of course.' Every room in the house was changed, besides the one of which Mrs. Hepworth spoke, which had been Mr. Hale's study formerly; and where the green gloom and delicious quiet of the place had conduced, as he had said, to a habit of meditation, but, perhaps, in some degree to the formation of a character more fitted for thought than action.	mr Hepworth is spending an immense deal of money on this house; but really it was scarcely habitable when we came-for so large a family as ours I mean, of course.' Every room in the house was changed, besides the one of which mrs Hepworth spoke, which had been mr Hale's study formerly; and where the green gloom and delicious quiet of the place had conduced, as he had said, to a habit of meditation, but, perhaps, in some degree to the formation of a character more fitted for thought than action.	false	1356.95	1387.96	21.33924
1731_142320_000069_000003	The new window gave a view of the road, and had many advantages, as Mrs. Hepworth pointed out.	The new window gave a view of the road, and had many advantages, as mrs Hepworth pointed out.	true	1388.57	1394.17	17.741781
1731_142320_000069_000004	From it the wandering sheep of her husband's flock might be seen, who straggled to the tempting beer-house, unobserved as they might hope, but not unobserved in reality; for the active Vicar kept his eye on the road, even during the composition of his most orthodox sermons, and had a hat and stick hanging ready at hand to seize, before sallying out after his parishioners, who had need of quick legs if they could take refuge in the 'Jolly Forester' before the teetotal Vicar had arrested them.	From it the wandering sheep of her husband's flock might be seen, who straggled to the tempting beer house, unobserved as they might hope, but not unobserved in reality; for the active Vicar kept his eye on the road, even during the composition of his most orthodox sermons, and had a hat and stick hanging ready at hand to seize, before sallying out after his parishioners, who had need of quick legs if they could take refuge in the 'Jolly Forester' before the teetotal Vicar had arrested them.	true	1394.3	1424.02	21.777245
1731_142320_000069_000005	The whole family were quick, brisk, loud-talking, kind-hearted, and not troubled with much delicacy of perception.	The whole family were quick, brisk, loud talking, kind hearted, and not troubled with much delicacy of perception.	true	1424.21	1431.13	25.996891
1731_142320_000069_000006	Margaret feared that Mrs. Hepworth would find out that Mr. Bell was playing upon her, in the admiration he thought fit to express for everything that especially grated on his taste.	Margaret feared that mrs Hepworth would find out that mr Bell was playing upon her, in the admiration he thought fit to express for everything that especially grated on his taste.	false	1431.26	1441.84	20.761444
1731_142320_000069_000007	But no! she took it all literally, and with such good faith, that Margaret could not help remonstrating with him as they walked slowly away from the parsonage back to their inn.	But no! she took it all literally, and with such good faith, that Margaret could not help remonstrating with him as they walked slowly away from the parsonage back to their inn.	true	1442.03	1452.01	20.905718
1731_142320_000070_000000	'Don't scold, Margaret.	'Don't scold, Margaret.	true	1453.01	1454.78	26.37632
1731_142320_000070_000001	It was all because of you.	It was all because of you.	true	1454.78	1456.36	15
1731_142320_000070_000002	If she had not shown you every change with such evident exultation in their superior sense, in perceiving what an improvement this and that would be, I could have behaved well.	If she had not shown you every change with such evident exultation in their superior sense, in perceiving what an improvement this and that would be, I could have behaved well.	true	1456.49	1467.13	20.793907
1731_142320_000070_000003	But if you must go on preaching, keep it till after dinner, when it will send me to sleep, and help my digestion.'	But if you must go on preaching, keep it till after dinner, when it will send me to sleep, and help my digestion.'	true	1467.2	1473.1	20.331524
1731_142320_000071_000000	They were both of them tired, and Margaret herself so much so, that she was unwilling to go out as she had proposed to do, and have another ramble among the woods and fields so close to the home of her childhood. And, somehow, this visit to Helstone had not been all--had not been exactly what she had expected.	They were both of them tired, and Margaret herself so much so, that she was unwilling to go out as she had proposed to do, and have another ramble among the woods and fields so close to the home of her childhood. And, somehow, this visit to Helstone had not been all-had not been exactly what she had expected.	true	1473.98	1493.32	19.521381
1731_142320_000071_000001	There was change everywhere; slight, yet pervading all.	There was change everywhere; slight, yet pervading all.	true	1493.48	1497.61	20.489647
1731_142320_000071_000002	Households were changed by absence, or death, or marriage, or the natural mutations brought by days and months and years, which carry us on imperceptibly from childhood to youth, and thence through manhood to age, whence we drop like fruit, fully ripe, into the quiet mother earth.	Households were changed by absence, or death, or marriage, or the natural mutations brought by days and months and years, which carry us on imperceptibly from childhood to youth, and thence through manhood to age, whence we drop like fruit, fully ripe, into the quiet mother earth.	true	1497.95	1518.61	22.167479
1731_142320_000071_000003	Places were changed--a tree gone here, a bough there, bringing in a long ray of light where no light was before--a road was trimmed and narrowed, and the green straggling pathway by its side enclosed and cultivated.	Places were changed-a tree gone here, a bough there, bringing in a long ray of light where no light was before-a road was trimmed and narrowed, and the green straggling pathway by its side enclosed and cultivated.	false	1518.86	1534.09	21.888037
1731_142320_000071_000004	A great improvement it was called; but Margaret sighed over the old picturesqueness, the old gloom, and the grassy wayside of former days.	A great improvement it was called; but Margaret sighed over the old picturesqueness, the old gloom, and the grassy wayside of former days.	true	1534.34	1544.05	20.3774
1731_142320_000071_000005	She sate by the window on the little settle, sadly gazing out upon the gathering shades of night, which harmonised well with her pensive thought.	She sate by the window on the little settle, sadly gazing out upon the gathering shades of night, which harmonised well with her pensive thought.	true	1544.63	1553.02	20.275969
1731_142320_000071_000006	Mr. Bell slept soundly, after his unusual exercise through the day.	mr Bell slept soundly, after his unusual exercise through the day.	true	1553.12	1557.64	17.739359
1731_142320_000071_000007	At last he was roused by the entrance of the tea-tray, brought in by a flushed-looking country-girl, who had evidently been finding some variety from her usual occupation of waiter, in assisting this day in the hayfield.	At last he was roused by the entrance of the tea tray, brought in by a flushed looking country girl, who had evidently been finding some variety from her usual occupation of waiter, in assisting this day in the hayfield.	false	1557.8	1571.79	21.688515
1731_142320_000072_000000	'Hallo!	'Hallo!	false	1571.79	1572.75	20.290575
1731_142320_000072_000001	Who's there!	Who's there!	true	1572.75	1573.58	24.546865
1731_142320_000072_000002	Where are we?	Where are we?	true	1573.58	1574.38	26.06484
1731_142320_000072_000003	Who's that,--Margaret?	Who's that,--Margaret?	true	1574.38	1576.12	28.52935
1731_142320_000072_000004	Oh, now I remember all.	Oh, now I remember all.	true	1576.28	1578.01	18.068144
1731_142320_000072_000005	I could not imagine what woman was sitting there in such a doleful attitude, with her hands clasped straight out upon her knees, and her face looking so steadfastly before her.	I could not imagine what woman was sitting there in such a doleful attitude, with her hands clasped straight out upon her knees, and her face looking so steadfastly before her.	false	1578.08	1587.76	20.27029
1731_142320_000072_000006	What were you looking at?' asked Mr. Bell, coming to the window, and standing behind Margaret.	What were you looking at?' asked mr Bell, coming to the window, and standing behind Margaret.	true	1587.83	1593.01	19
1731_142320_000073_000000	'Nothing,' said she, rising up quickly, and speaking as cheerfully as she could at a moment's notice.	'Nothing,' said she, rising up quickly, and speaking as cheerfully as she could at a moment's notice.	true	1593.56	1598.89	19
1731_142320_000074_000000	'Nothing indeed!	'Nothing indeed!	true	1599.23	1600.78	19.387444
1731_142320_000074_000001	A bleak back-ground of trees, some white linen hung out on the sweet-briar hedge, and a great waft of damp air.	A bleak back ground of trees, some white linen hung out on the sweet briar hedge, and a great waft of damp air.	true	1600.79	1606.99	17
1731_142320_000074_000002	Shut the window, and come in and make tea.'	Shut the window, and come in and make tea.'	true	1607.09	1609.75	20.649849
1731_142320_000075_000000	Margaret was silent for some time.	Margaret was silent for some time.	true	1610.96	1613.05	23.46877
1731_142320_000075_000001	She played with her teaspoon, and did not attend particularly to what Mr. Bell said.	She played with her teaspoon, and did not attend particularly to what mr Bell said.	false	1613.33	1618.36	23
1731_142320_000075_000002	He contradicted her, and she took the same sort of smiling notice of his opinion as if he had agreed with her.	He contradicted her, and she took the same sort of smiling notice of his opinion as if he had agreed with her.	true	1618.58	1624.75	19.636978
1731_142320_000075_000003	Then she sighed, and putting down her spoon, she began, apropos of nothing at all, and in the high-pitched voice which usually shows that the speaker has been thinking for some time on the subject that they wish to introduce--'Mr.	Then she sighed, and putting down her spoon, she began, apropos of nothing at all, and in the high pitched voice which usually shows that the speaker has been thinking for some time on the subject that they wish to introduce-'mr	true	1625.18	1640.19	20.708183
1731_142320_000075_000004	Bell, you remember what we were saying about Frederick last night, don't you?'	Bell, you remember what we were saying about Frederick last night, don't you?'	true	1640.19	1644.25	18.80242
1731_142320_000076_000000	'Last night.	'Last night.	true	1645.13	1646.28	20.444004
1731_142320_000076_000001	Where was I? Oh, I remember!	Where was I? Oh, I remember!	true	1646.28	1648.69	20.684816
1731_142320_000076_000002	Why it seems a week ago.	Why it seems a week ago.	true	1648.69	1650.25	22.22387
1731_142320_000076_000003	Yes, to be sure, I recollect we talked about him, poor fellow.'	Yes, to be sure, I recollect we talked about him, poor fellow.'	true	1650.38	1654.06	19
1731_142320_000077_000000	'Yes--and do you not remember that Mr. Lennox spoke about his having been in England about the time of dear mamma's death?' asked Margaret, her voice now lower than usual.	'Yes-and do you not remember that mr Lennox spoke about his having been in England about the time of dear mamma's death?' asked Margaret, her voice now lower than usual.	true	1654.73	1665.19	21
1731_142320_000078_000000	'I recollect.	'I recollect.	true	1665.62	1666.98	26.375057
1731_142320_000078_000001	I hadn't heard of it before.'	I hadn't heard of it before.'	true	1666.98	1668.67	21.136938
1731_142320_000079_000000	'And I thought--I always thought that papa had told you about it.'	'And I thought-I always thought that papa had told you about it.'	true	1669.34	1673.4	26.841473
1731_142320_000080_000000	'No! he never did.	'No! he never did.	false	1673.4	1675.98	22.353132
1731_142320_000080_000001	But what about it, Margaret?'	But what about it, Margaret?'	true	1675.98	1677.64	26.380512
1731_142320_000081_000000	'I want to tell you of something I did that was very wrong, about that time,' said Margaret, suddenly looking up at him with her clear honest eyes.	'I want to tell you of something I did that was very wrong, about that time,' said Margaret, suddenly looking up at him with her clear honest eyes.	false	1679.27	1688.02	21.081774
1731_142320_000081_000001	'I told a lie;' and her face became scarlet.	'I told a lie;' and her face became scarlet.	true	1688.72	1692.49	22.030823
1731_142320_000082_000000	'True, that was bad I own; not but what I have told a pretty round number in my life, not all in downright words, as I suppose you did, but in actions, or in some shabby circumlocutory way, leading people either to disbelieve the truth, or believe a falsehood.	'True, that was bad I own; not but what I have told a pretty round number in my life, not all in downright words, as I suppose you did, but in actions, or in some shabby circumlocutory way, leading people either to disbelieve the truth, or believe a falsehood.	true	1693.55	1711.9	21
1731_142320_000082_000001	You know who is the father of lies, Margaret?	You know who is the father of lies, Margaret?	true	1712.18	1714.53	20.91442
1731_142320_000082_000002	Well! a great number of folk, thinking themselves very good, have odd sorts of connexion with lies, left-hand marriages, and second cousins-once-removed.	Well! a great number of folk, thinking themselves very good, have odd sorts of connexion with lies, left hand marriages, and second cousins once removed.	true	1714.53	1724.44	20.40233
1731_142320_000082_000003	The tainting blood of falsehood runs through us all.	The tainting blood of falsehood runs through us all.	true	1724.48	1727.25	20.485806
1731_142320_000082_000004	I should have guessed you as far from it as most people.	I should have guessed you as far from it as most people.	true	1727.25	1730.17	20
1731_142320_000082_000005	What! crying, child?	What! crying, child?	true	1730.39	1732.58	25.880863
1731_142320_000082_000006	Nay, now we'll not talk of it, if it ends in this way.	Nay, now we'll not talk of it, if it ends in this way.	true	1732.58	1735.96	23.706377
1731_142320_000082_000007	I dare say you have been sorry for it, and that you won't do it again, and it's long ago now, and in short I want you to be very cheerful, and not very sad, this evening.'	I dare say you have been sorry for it, and that you won't do it again, and it's long ago now, and in short I want you to be very cheerful, and not very sad, this evening.'	false	1736.12	1746.28	20.283298
1731_142320_000083_000000	Margaret wiped her eyes, and tried to talk about something else, but suddenly she burst out afresh.	Margaret wiped her eyes, and tried to talk about something else, but suddenly she burst out afresh.	true	1746.59	1752.55	20.957493
1731_142320_000084_000000	'Please, Mr. Bell, let me tell you about it--you could perhaps help me a little; no, not help me, but if you knew the truth, perhaps you could put me to rights--that is not it, after all,' said she, in despair at not being able to express herself more exactly as she wished.	'Please, mr Bell, let me tell you about it-you could perhaps help me a little; no, not help me, but if you knew the truth, perhaps you could put me to rights-that is not it, after all,' said she, in despair at not being able to express herself more exactly as she wished.	true	1752.71	1770.22	21.860785
1731_142320_000085_000000	Mr. Bell's whole manner changed.	mr Bell's whole manner changed.	true	1770.95	1773.1	24.045485
1731_142320_000085_000001	'Tell me all about it, child,' said he.	'Tell me all about it, child,' said he.	true	1773.17	1776.13	25.63512
1731_142320_000086_000000	'It's a long story; but when Fred came, mamma was very ill, and I was undone with anxiety, and afraid, too, that I might have drawn him into danger; and we had an alarm just after her death, for Dixon met some one in Milton--a man called Leonards--who had known Fred, and who seemed to owe him a grudge, or at any rate to be tempted by the recollection of the reward offered for his apprehension; and with this new fright, I thought I had better hurry off Fred to London, where, as you would understand from what we said the other night, he was to go to consult Mr. Lennox as to his chances if he stood the trial.	'It's a long story; but when Fred came, mamma was very ill, and I was undone with anxiety, and afraid, too, that I might have drawn him into danger; and we had an alarm just after her death, for Dixon met some one in Milton-a man called Leonards-who had known Fred, and who seemed to owe him a grudge, or at any rate to be tempted by the recollection of the reward offered for his apprehension; and with this new fright, I thought I had better hurry off Fred to London, where, as you would understand from what we said the other night, he was to go to consult mr Lennox as to his chances if he stood the trial.	false	1776.89	1814.86	22.480413
1731_142320_000086_000001	So we--that is, he and I,--went to the railway station; it was one evening, and it was just getting rather dusk, but still light enough to recognise and be recognised, and we were too early, and went out to walk in a field just close by; I was always in a panic about this Leonards, who was, I knew, somewhere in the neighbourhood; and then, when we were in the field, the low red sunlight just in my face, some one came by on horseback in the road just below the field-style by which we stood.	So we-that is, he and I,--went to the railway station; it was one evening, and it was just getting rather dusk, but still light enough to recognise and be recognised, and we were too early, and went out to walk in a field just close by; I was always in a panic about this Leonards, who was, I knew, somewhere in the neighbourhood; and then, when we were in the field, the low red sunlight just in my face, some one came by on horseback in the road just below the field style by which we stood.	false	1814.99	1845.46	21.831886
1731_142320_000086_000002	I saw him look at me, but I did not know who it was at first, the sun was so in my eyes, but in an instant the dazzle went off, and I saw it was Mr. Thornton, and we bowed,'----	I saw him look at me, but I did not know who it was at first, the sun was so in my eyes, but in an instant the dazzle went off, and I saw it was mr Thornton, and we bowed,'----	false	1845.56	1856.85	23.78006
1731_142320_000087_000000	'And he saw Frederick of course,' said Mr. Bell, helping her on with her story, as he thought.	'And he saw Frederick of course,' said mr Bell, helping her on with her story, as he thought.	true	1856.85	1862.44	24.404465
1731_142320_000088_000000	'Yes; and then at the station a man came up--tipsy and reeling--and he tried to collar Fred, and over-balanced himself as Fred wrenched himself away, and fell over the edge of the platform; not far, not deep; not above three feet; but oh!	'Yes; and then at the station a man came up-tipsy and reeling-and he tried to collar Fred, and over balanced himself as Fred wrenched himself away, and fell over the edge of the platform; not far, not deep; not above three feet; but oh!	true	1862.54	1877.95	23.585228
1731_142320_000088_000001	Mr. Bell, somehow that fall killed him!'	mr Bell, somehow that fall killed him!'	true	1877.95	1880.83	23.8135
1731_142320_000089_000000	'How awkward.	'How awkward.	true	1881.26	1882.6	27.581207
1731_142320_000089_000001	It was this Leonards, I suppose.	It was this Leonards, I suppose.	true	1882.61	1884.46	16
1731_142320_000089_000002	And how did Fred get off?'	And how did Fred get off?'	true	1884.46	1886.11	19.908178
1731_142320_000090_000000	'Oh! he went off immediately after the fall, which we never thought could have done the poor fellow any harm, it seemed so slight an injury.'	'Oh! he went off immediately after the fall, which we never thought could have done the poor fellow any harm, it seemed so slight an injury.'	true	1886.42	1893.91	19.389843
1731_142320_000091_000000	'Then he did not die directly?'	'Then he did not die directly?'	true	1894.25	1896.04	29.99297
1731_142320_000092_000000	'No! not for two or three days.	'No! not for two or three days.	true	1896.14	1898.87	18.479656
1731_142320_000092_000001	And then--oh, Mr. Bell! now comes the bad part,' said she, nervously twining her fingers together.	And then-oh, mr Bell! now comes the bad part,' said she, nervously twining her fingers together.	true	1898.87	1905.96	24.989866
1731_142320_000092_000002	'A police inspector came and taxed me with having been the companion of the young man, whose push or blow had occasioned Leonards' death; that was a false accusation, you know, but we had not heard that Fred had sailed, he might still be in London and liable to be arrested on this false charge, and his identity with the Lieutenant Hale, accused of causing that mutiny, discovered, he might be shot; all this flashed through my mind, and I said it was not me.	'A police inspector came and taxed me with having been the companion of the young man, whose push or blow had occasioned Leonards' death; that was a false accusation, you know, but we had not heard that Fred had sailed, he might still be in London and liable to be arrested on this false charge, and his identity with the Lieutenant Hale, accused of causing that mutiny, discovered, he might be shot; all this flashed through my mind, and I said it was not me.	false	1905.96	1931.65	22.7789
1731_142320_000092_000003	I was not at the railway station that night.	I was not at the railway station that night.	true	1931.75	1933.88	18
1731_142320_000092_000004	I knew nothing about it.	I knew nothing about it.	true	1933.88	1935.32	20.324114
1731_142320_000092_000005	I had no conscience or thought but to save Frederick.'	I had no conscience or thought but to save Frederick.'	true	1935.32	1938.28	25.922077
1731_142320_000093_000000	'I say it was right.	'I say it was right.	true	1938.56	1940.25	21
1731_142320_000093_000001	I should have done the same.	I should have done the same.	true	1940.25	1941.8	19
1731_142320_000093_000002	You forgot yourself in thought for another.	You forgot yourself in thought for another.	true	1941.8	1944.04	21
1731_142320_000093_000003	I hope I should have done the same.'	I hope I should have done the same.'	true	1944.14	1946.08	18
1731_142320_000094_000000	'No, you would not.	'No, you would not.	true	1947.02	1948.42	17.018513
1731_142320_000094_000001	It was wrong, disobedient, faithless.	It was wrong, disobedient, faithless.	true	1948.61	1951.66	21
1731_142320_000094_000002	At that very time Fred was safely out of England, and in my blindness I forgot that there was another witness who could testify to my being there.'	At that very time Fred was safely out of England, and in my blindness I forgot that there was another witness who could testify to my being there.'	true	1951.91	1959.49	20
1731_142320_000095_000000	'Who?'	'Who?'	true	1960.04	1960.9	16.396086
1731_142320_000096_000000	'Mr.	'mr	true	1961.21	1961.64	25.916435
1731_142320_000096_000001	Thornton.	Thornton.	true	1961.64	1962.31	28.371765
1731_142320_000096_000002	You know he had seen me close to the station; we had bowed to each other.'	You know he had seen me close to the station; we had bowed to each other.'	true	1962.65	1966.87	21.229305
1731_142320_000097_000000	'Well! he would know nothing of this riot about the drunken fellow's death.	'Well! he would know nothing of this riot about the drunken fellow's death.	true	1967.42	1971.94	21.618986
1731_142320_000097_000001	I suppose the inquiry never came to anything.'	I suppose the inquiry never came to anything.'	true	1971.98	1974.55	20
1731_142320_000098_000000	'No! the proceedings they had begun to talk about on the inquest were stopped.	'No! the proceedings they had begun to talk about on the inquest were stopped.	true	1975.13	1979.71	22.996035
1731_142320_000098_000001	Mr. Thornton did know all about it.	mr Thornton did know all about it.	true	1979.75	1981.87	21
1731_142320_000098_000002	He was a magistrate, and he found out that it was not the fall that had caused the death.	He was a magistrate, and he found out that it was not the fall that had caused the death.	true	1981.97	1986.61	21
